Giá,Diện tích,Mặt tiền,Đường trước nhà,Số tầng,Số phòng,Số toilet,Nội thất_cơ bản,Nội thất_không,Nội thất_đầy đủ
3.0,35.0,1.0,1.0,1.0,1.0,1.0,0,1,0
74.0,36.0,3.0,4.0,3.0,2.0,2.0,0,1,0
5.6,91.3,1.0,1.0,1.0,1.0,1.0,0,1,0
9.4,50.0,5.0,6.0,6.0,6.0,4.0,0,1,0
36.0,150.0,7.0,30.0,3.0,5.0,4.0,0,1,0
5.5,50.0,4.0,3.0,5.0,6.0,5.0,0,0,1
31.0,140.0,1.0,1.0,1.0,1.0,1.0,0,1,0
15.0,60.0,5.0,8.0,6.0,8.0,6.0,0,1,0
7.0,50.0,4.0,8.0,6.0,4.0,4.0,0,1,0
6.0,50.0,4.0,8.0,5.0,5.0,4.0,0,1,0
6.0,60.0,4.0,6.0,4.0,4.0,4.0,0,1,0
2.0,40.0,4.0,4.0,1.0,1.0,1.0,0,1,0
4.0,46.0,5.0,6.0,3.0,3.0,3.0,0,1,0
7.8,80.0,5.0,5.0,4.0,4.0,4.0,0,0,1
8.5,60.0,1.0,1.0,5.0,4.0,5.0,0,0,1
33.5,79.6,1.0,1.0,3.0,1.0,1.0,0,1,0
10.5,60.0,1.0,1.0,6.0,1.0,1.0,0,1,0
14.0,61.0,6.0,10.0,5.0,5.0,5.0,0,1,0
20.0,128.0,8.0,10.0,4.0,4.0,3.0,0,1,0
4.0,40.0,1.0,10.0,5.0,4.0,1.0,0,0,1
4.0,40.0,1.0,3.0,5.0,4.0,1.0,0,0,1
6.0,48.0,3.0,8.0,6.0,3.0,1.0,0,1,0
5.1,45.0,1.0,1.0,1.0,1.0,1.0,0,1,0
5.1,46.0,4.0,3.0,6.0,6.0,3.0,0,1,0
5.5,67.0,1.0,1.0,1.0,1.0,1.0,0,1,0
6.7,45.0,4.0,20.0,3.0,3.0,3.0,0,1,0
3.9,45.0,4.0,5.0,4.0,4.0,1.0,0,0,1
3.6,39.0,3.0,1.0,4.0,4.0,3.0,0,1,0
3.2,42.0,4.0,2.0,5.0,6.0,4.0,0,1,0
2.2,22.0,1.0,3.0,5.0,3.0,3.0,0,0,1
1.4,50.0,1.0,1.0,1.0,1.0,1.0,0,1,0
4.4,46.0,1.0,1.0,1.0,1.0,1.0,0,1,0
5.0,45.0,4.0,7.0,5.0,3.0,5.0,0,1,0
28.0,150.0,8.0,40.0,5.0,6.0,5.0,0,1,0
5.9,58.0,1.0,1.0,1.0,1.0,1.0,0,1,0
4.8,52.0,1.0,1.0,3.0,4.0,1.0,0,1,0
4.0,42.0,1.0,1.0,3.0,4.0,1.0,0,1,0
4.2,45.0,1.0,1.0,3.0,4.0,1.0,0,1,0
4.1,48.0,1.0,1.0,3.0,4.0,1.0,0,1,0
4.3,52.0,1.0,1.0,1.0,1.0,1.0,0,1,0
4.0,54.0,1.0,1.0,4.0,4.0,3.0,0,1,0
620.0,323.0,8.0,15.0,12.0,89.0,89.0,0,1,0
2.1,41.0,5.0,1.0,1.0,1.0,1.0,0,1,0
8.5,77.0,4.0,7.0,3.0,4.0,3.0,0,1,0
3.7,67.0,5.0,3.0,1.0,3.0,3.0,0,1,0
4.6,37.0,4.0,1.0,4.0,5.0,3.0,0,1,0
2.6,33.0,1.0,3.0,5.0,6.0,4.0,0,1,0
2.3,78.0,6.0,5.0,4.0,5.0,3.0,0,1,0
3.6,32.0,4.0,1.0,6.0,3.0,4.0,0,1,0
3.7,30.0,6.0,1.0,6.0,6.0,5.0,0,1,0
24.0,116.0,1.0,1.0,1.0,1.0,1.0,0,1,0
10.0,55.0,5.0,9.0,6.0,8.0,4.0,0,0,1
1.3,15.0,1.0,1.0,4.0,2.0,1.0,0,1,0
2.8,31.0,4.0,1.0,5.0,3.0,4.0,0,1,0
29.7,140.0,1.0,1.0,1.0,1.0,1.0,0,1,0
2.6,35.0,4.0,4.0,5.0,3.0,3.0,0,1,0
1.6,21.0,1.0,1.0,1.0,1.0,1.0,0,1,0
3.4,35.0,4.0,3.0,5.0,4.0,1.0,0,1,0
2.6,25.0,5.0,3.0,3.0,2.0,1.0,0,1,0
1.9,17.0,2.0,4.0,3.0,3.0,2.0,0,1,0
2.8,30.0,1.0,1.0,1.0,1.0,1.0,0,1,0
6.0,60.0,1.0,1.0,1.0,1.0,1.0,0,1,0
4.5,34.0,1.0,5.0,4.0,2.0,3.0,0,1,0
3.2,30.0,6.0,2.0,5.0,3.0,4.0,0,1,0
4.6,50.0,4.0,5.0,4.0,4.0,1.0,0,0,1
4.9,59.0,5.0,3.0,3.0,3.0,2.0,0,1,0
5.3,40.0,4.0,1.0,5.0,7.0,1.0,0,0,1
3.2,32.0,5.0,1.0,5.0,3.0,1.0,0,0,1
3.2,32.0,4.0,1.0,5.0,3.0,1.0,0,0,1
7.8,130.0,10.0,1.0,1.0,1.0,1.0,0,0,1
2.0,20.0,4.0,1.0,5.0,4.0,1.0,0,0,1
5.8,50.0,4.0,1.0,5.0,4.0,1.0,0,0,1
3.6,35.0,3.0,1.0,3.0,2.0,1.0,0,0,1
3.7,35.0,4.0,4.0,4.0,4.0,1.0,0,0,1
4.4,35.0,5.0,6.0,6.0,3.0,1.0,0,0,1
2.0,50.0,3.0,6.0,2.0,1.0,1.0,0,0,1
3.8,40.0,4.0,5.0,5.0,3.0,1.0,0,0,1
3.8,60.0,4.0,5.0,3.0,4.0,1.0,0,0,1
2.5,20.0,4.0,1.0,4.0,1.0,1.0,0,0,1
7.9,80.0,1.0,1.0,1.0,1.0,1.0,0,1,0
5.3,30.0,4.0,6.0,5.0,5.0,4.0,0,1,0
3.4,51.0,5.0,1.0,1.0,1.0,1.0,0,1,0
4.5,50.0,1.0,1.0,1.0,1.0,1.0,0,1,0
4.6,40.0,1.0,1.0,1.0,1.0,1.0,0,1,0
6.5,60.0,1.0,1.0,1.0,1.0,1.0,0,1,0
4.2,48.0,1.0,1.0,1.0,1.0,1.0,0,1,0
3.5,35.0,1.0,1.0,1.0,1.0,1.0,0,1,0
5.2,35.0,4.0,3.0,6.0,4.0,5.0,0,1,0
12.0,52.0,1.0,50.0,4.0,1.0,1.0,0,1,0
1.6,65.0,1.0,1.0,1.0,1.0,1.0,0,1,0
2.5,30.0,4.0,4.0,4.0,3.0,3.0,0,0,1
4.0,60.0,5.0,3.0,4.0,3.0,3.0,0,0,1
37.0,300.0,1.0,1.0,1.0,1.0,1.0,0,1,0
3.0,40.0,4.0,2.0,5.0,5.0,4.0,1,0,0
34.0,269.0,1.0,1.0,1.0,1.0,1.0,0,1,0
3.0,32.0,5.0,2.0,5.0,3.0,1.0,0,1,0
4.3,37.0,4.0,4.0,5.0,4.0,3.0,0,1,0
3.1,27.0,4.0,3.0,4.0,3.0,3.0,0,1,0
2.9,30.0,7.0,1.0,5.0,3.0,1.0,0,1,0
2.9,34.0,4.0,1.0,4.0,5.0,1.0,0,1,0
1.5,40.0,4.0,1.0,1.0,2.0,1.0,0,0,1
2.7,34.0,1.0,1.0,5.0,6.0,4.0,0,1,0
1.6,55.0,1.0,1.0,1.0,1.0,1.0,0,1,0
4.0,35.0,1.0,1.0,1.0,1.0,1.0,0,1,0
1.0,30.0,1.0,1.0,3.0,1.0,2.0,0,1,0
2.5,33.0,3.0,3.0,4.0,3.0,1.0,0,1,0
15.0,300.0,20.0,1.0,1.0,1.0,1.0,0,1,0
24.0,116.0,1.0,1.0,1.0,1.0,1.0,0,1,0
980.0,19.0,1.0,1.0,1.0,1.0,1.0,0,1,0
3.1,34.0,3.0,3.0,3.0,3.0,3.0,0,1,0
10.5,36.0,5.0,4.0,5.0,3.0,4.0,0,1,0
82.5,320.0,1.0,1.0,1.0,1.0,1.0,0,1,0
3.5,35.0,6.0,4.0,4.0,3.0,3.0,0,0,1
54.0,156.0,12.0,20.0,5.0,10.0,10.0,0,1,0
28.0,298.0,17.0,12.0,4.0,8.0,8.0,0,1,0
26.0,79.0,6.0,20.0,6.0,6.0,6.0,0,1,0
45.0,110.0,7.0,12.0,9.0,9.0,9.0,0,1,0
69.7,117.0,5.0,20.0,8.0,8.0,8.0,0,1,0
16.6,89.0,4.0,7.0,5.0,6.0,6.0,0,0,1
3.8,80.0,5.0,1.0,3.0,5.0,4.0,0,1,0
6.4,69.0,9.0,9.0,3.0,5.0,3.0,0,1,0
20.5,68.0,1.0,1.0,1.0,1.0,1.0,0,1,0
3.6,56.0,4.0,3.0,5.0,3.0,1.0,0,1,0
6.5,69.0,1.0,1.0,5.0,10.0,5.0,0,1,0
10.8,71.0,5.0,3.0,7.0,13.0,13.0,0,0,1
7.4,52.0,5.0,10.0,5.0,4.0,4.0,0,1,0
1.6,60.0,1.0,1.0,1.0,1.0,1.0,0,1,0
5.4,55.0,4.0,6.0,5.0,7.0,5.0,0,1,0
4.0,55.0,7.0,8.0,5.0,7.0,4.0,0,1,0
2.8,35.0,7.0,6.0,5.0,5.0,1.0,0,1,0
4.5,60.0,8.0,8.0,5.0,5.0,4.0,0,1,0
12.1,112.0,1.0,1.0,1.0,1.0,1.0,0,1,0
4.0,35.0,1.0,1.0,1.0,1.0,1.0,0,1,0
83.0,394.0,15.0,1.0,1.0,1.0,1.0,0,1,0
4.8,52.0,4.0,3.0,5.0,5.0,4.0,0,1,0
5.6,83.0,1.0,1.0,1.0,1.0,1.0,0,1,0
24.0,116.0,1.0,1.0,1.0,1.0,1.0,0,1,0
12.0,177.0,1.0,1.0,1.0,1.0,1.0,0,1,0
12.5,46.0,3.0,15.0,4.0,4.0,3.0,0,0,1
3.2,30.0,1.0,1.0,1.0,1.0,1.0,0,1,0
2.0,35.0,3.0,1.0,4.0,4.0,3.0,0,1,0
3.0,38.0,1.0,1.0,1.0,1.0,1.0,0,1,0
4.5,48.0,5.0,1.0,3.0,1.0,1.0,0,1,0
5.0,42.0,4.0,12.0,5.0,4.0,3.0,0,1,0
3.0,38.0,4.0,1.0,5.0,3.0,3.0,0,1,0
3.0,40.0,4.0,1.0,3.0,3.0,3.0,0,1,0
5.0,52.0,4.0,10.0,5.0,4.0,3.0,0,1,0
8.0,66.0,4.0,8.0,5.0,4.0,4.0,0,1,0
6.0,76.0,5.0,15.0,4.0,4.0,3.0,0,1,0
4.9,45.1,4.0,2.0,3.0,3.0,3.0,0,1,0
3.0,38.0,3.0,1.0,3.0,4.0,3.0,0,1,0
6.0,50.0,5.0,1.0,5.0,4.0,4.0,0,1,0
7.0,60.0,13.0,10.0,4.0,6.0,4.0,0,1,0
5.0,39.0,4.0,1.0,5.0,3.0,3.0,0,1,0
2.0,44.7,4.0,1.0,5.0,1.0,3.0,0,1,0
4.0,44.0,4.0,1.0,3.0,1.0,3.0,0,1,0
5.0,33.0,3.0,6.0,2.0,2.0,2.0,0,1,0
2.0,37.5,3.0,1.0,4.0,4.0,3.0,0,1,0
10.8,68.0,5.0,5.0,7.0,13.0,13.0,0,0,1
10.0,60.0,5.0,6.0,6.0,5.0,1.0,0,1,0
7.7,57.0,5.0,4.0,5.0,6.0,6.0,0,0,1
10.8,59.0,4.0,5.0,5.0,7.0,6.0,0,1,0
19.5,150.0,10.0,6.0,4.0,1.0,1.0,0,1,0
5.8,60.0,4.0,3.0,1.0,9.0,1.0,0,1,0
3.6,40.0,5.0,2.0,4.0,3.0,3.0,0,0,1
3.7,45.0,4.0,2.0,4.0,5.0,4.0,0,0,1
4.4,50.0,4.0,2.0,4.0,7.0,7.0,0,0,1
5.8,68.0,4.0,7.0,5.0,7.0,7.0,0,0,1
19.5,110.0,6.0,8.0,8.0,5.0,5.0,0,0,1
8.0,51.0,5.0,8.0,5.0,4.0,1.0,0,0,1
15.5,62.0,5.0,6.0,6.0,10.0,9.0,0,0,1
9.0,90.0,5.0,10.0,5.0,4.0,1.0,0,1,0
7.0,53.0,4.0,5.0,5.0,1.0,1.0,0,1,0
4.8,60.0,5.0,2.0,4.0,4.0,3.0,0,0,1
5.6,91.3,1.0,1.0,1.0,1.0,1.0,0,1,0
5.6,91.3,1.0,1.0,1.0,1.0,1.0,0,1,0
13.3,110.0,5.0,1.0,8.0,22.0,23.0,0,1,0
14.5,90.0,5.0,7.0,5.0,4.0,4.0,0,1,0
6.0,50.0,4.0,4.0,5.0,6.0,4.0,0,1,0
9.7,52.0,6.0,5.0,4.0,5.0,3.0,0,1,0
20.0,64.0,5.0,7.0,7.0,10.0,7.0,0,1,0
13.5,35.0,7.0,20.0,6.0,5.0,5.0,0,1,0
1.2,40.0,1.0,1.0,1.0,1.0,1.0,0,1,0
7.8,50.0,4.0,1.0,1.0,1.0,1.0,0,1,0
325.0,43.0,4.0,3.0,4.0,3.0,3.0,0,1,0
2.9,85.0,1.0,1.0,1.0,1.0,1.0,0,1,0
8.6,78.0,5.0,4.0,7.0,17.0,18.0,0,1,0
7.6,65.0,14.0,4.0,7.0,16.0,18.0,0,1,0
6.4,51.0,5.0,4.0,5.0,9.0,11.0,0,0,1
10.3,73.0,5.0,11.0,6.0,6.0,5.0,0,0,1
10.5,51.0,4.0,6.0,7.0,6.0,5.0,0,0,1
5.0,42.0,3.0,2.0,4.0,4.0,3.0,0,0,1
3.5,30.0,1.0,1.0,1.0,1.0,1.0,0,1,0
3.0,32.0,1.0,1.0,1.0,1.0,1.0,0,1,0
2.8,60.0,1.0,1.0,1.0,1.0,1.0,0,1,0
2.1,35.0,1.0,1.0,1.0,1.0,1.0,0,1,0
2.1,45.0,1.0,1.0,1.0,1.0,1.0,0,1,0
2.6,38.0,1.0,1.0,1.0,1.0,1.0,0,1,0
3.4,85.0,1.0,1.0,1.0,1.0,1.0,0,1,0
2.1,28.0,1.0,1.0,1.0,1.0,1.0,0,1,0
2.7,35.0,1.0,1.0,1.0,1.0,1.0,0,1,0
3.5,33.0,1.0,1.0,1.0,1.0,1.0,0,1,0
3.2,32.0,1.0,1.0,1.0,1.0,1.0,0,1,0
2.4,38.0,1.0,1.0,1.0,1.0,1.0,0,1,0
3.0,35.0,1.0,1.0,1.0,1.0,1.0,0,1,0
2.6,32.0,1.0,1.0,1.0,1.0,1.0,0,1,0
3.4,60.0,1.0,1.0,1.0,1.0,1.0,0,1,0
4.2,39.0,1.0,1.0,1.0,1.0,1.0,0,1,0
10.6,60.0,1.0,1.0,1.0,1.0,1.0,0,1,0
3.5,35.0,1.0,1.0,1.0,1.0,1.0,0,1,0
3.4,36.0,4.0,3.0,5.0,4.0,4.0,0,1,0
4.0,45.0,4.0,3.0,4.0,4.0,4.0,0,1,0
2.7,31.0,3.0,3.0,5.0,3.0,4.0,0,1,0
3.3,55.0,6.0,1.0,1.0,1.0,1.0,0,1,0
15.0,76.0,1.0,1.0,1.0,1.0,1.0,0,1,0
1.6,65.0,1.0,1.0,1.0,1.0,1.0,0,1,0
5.6,91.3,1.0,1.0,1.0,1.0,1.0,0,1,0
4.7,46.0,4.0,4.0,5.0,6.0,4.0,0,0,1
5.1,43.0,4.0,5.0,5.0,4.0,5.0,0,1,0
14.9,55.0,5.0,10.0,5.0,10.0,10.0,0,1,0
6.5,50.0,5.0,8.0,5.0,4.0,3.0,0,1,0
6.5,50.0,5.0,8.0,5.0,4.0,3.0,0,1,0
3.2,35.0,4.0,3.0,5.0,3.0,4.0,0,1,0
14.4,90.0,5.0,5.0,5.0,6.0,6.0,0,1,0
5.6,91.3,1.0,1.0,1.0,1.0,1.0,0,1,0
4.6,42.0,4.0,2.0,6.0,4.0,6.0,0,1,0
13.5,64.0,3.0,10.0,4.0,6.0,3.0,0,1,0
3.6,43.0,1.0,6.0,1.0,1.0,1.0,0,1,0
4.8,38.0,5.0,4.0,5.0,6.0,5.0,0,0,1
13.0,70.0,7.0,8.0,9.0,12.0,9.0,0,1,0
24.0,116.0,1.0,1.0,1.0,1.0,1.0,0,1,0
4.5,50.0,1.0,1.0,1.0,1.0,1.0,0,1,0
3.8,79.0,7.0,6.0,3.0,5.0,3.0,0,1,0
2.4,20.0,3.0,3.0,5.0,3.0,4.0,0,1,0
2.4,20.0,3.0,3.0,5.0,3.0,4.0,0,1,0
12.0,70.0,7.0,20.0,2.0,2.0,2.0,0,1,0
3.9,45.0,5.0,3.0,4.0,4.0,2.0,0,0,1
12.1,195.0,10.0,10.0,3.0,4.0,4.0,0,0,1
13.5,85.0,5.0,12.0,5.0,4.0,4.0,0,0,1
10.3,83.0,5.0,8.0,5.0,4.0,4.0,0,0,1
14.9,80.0,17.0,12.0,9.0,5.0,8.0,0,0,1
15.2,81.0,5.0,12.0,4.0,4.0,4.0,0,0,1
10.0,56.0,1.0,35.0,7.0,1.0,7.0,0,0,1
26.9,147.0,10.0,15.0,4.0,10.0,5.0,0,1,0
19.0,131.0,9.0,3.0,7.0,18.0,19.0,0,0,1
13.6,85.0,5.0,10.0,5.0,4.0,4.0,0,0,1
32.0,100.0,1.0,50.0,1.0,1.0,1.0,0,1,0
39.5,116.0,7.0,40.0,4.0,4.0,4.0,0,1,0
17.2,48.0,5.0,45.0,4.0,1.0,1.0,0,1,0
6.6,50.0,4.0,3.0,5.0,3.0,4.0,0,1,0
13.8,75.0,5.0,6.0,5.0,6.0,4.0,0,1,0
50.0,230.0,8.0,30.0,3.0,6.0,3.0,0,1,0
6.2,38.0,5.0,3.0,4.0,4.0,4.0,0,1,0
3.2,38.0,4.0,1.0,4.0,4.0,3.0,0,1,0
3.5,36.0,1.0,1.0,4.0,4.0,1.0,0,1,0
1.8,22.0,1.0,4.0,4.0,3.0,2.0,0,1,0
3.1,31.0,5.0,3.0,3.0,2.0,3.0,0,1,0
22.3,141.0,14.0,25.0,5.0,5.0,7.0,0,1,0
9.5,54.0,1.0,1.0,1.0,1.0,1.0,0,1,0
3.4,38.0,4.0,3.0,4.0,3.0,4.0,0,1,0
6.5,44.0,4.0,4.0,6.0,4.0,1.0,0,1,0
3.5,35.0,1.0,1.0,1.0,1.0,1.0,0,1,0
3.3,30.0,5.0,3.0,5.0,3.0,3.0,0,1,0
3.1,31.0,1.0,1.0,1.0,1.0,1.0,0,1,0
7.6,110.0,4.0,3.0,6.0,12.0,6.0,0,1,0
9.0,90.0,5.0,4.0,5.0,3.0,5.0,0,1,0
9.0,90.0,5.0,4.0,5.0,3.0,5.0,0,1,0
9.0,90.0,5.0,4.0,5.0,3.0,5.0,0,1,0
3.7,40.0,4.0,7.0,5.0,3.0,4.0,0,1,0
1.9,23.0,4.0,3.0,5.0,3.0,4.0,0,1,0
6.1,47.0,4.0,4.0,6.0,6.0,5.0,0,1,0
15.0,55.0,5.0,6.0,7.0,6.0,6.0,0,1,0
6.0,60.0,40.0,4.0,5.0,5.0,4.0,0,1,0
6.0,70.0,6.0,4.0,5.0,5.0,5.0,0,1,0
6.5,45.0,4.0,4.0,5.0,5.0,5.0,0,1,0
13.0,65.0,6.0,7.0,6.0,4.0,5.0,0,1,0
9.3,90.0,7.0,4.0,4.0,6.0,1.0,0,1,0
6.5,41.0,35.0,4.0,4.0,4.0,4.0,0,1,0
6.2,50.0,5.0,3.0,4.0,4.0,3.0,0,1,0
4.5,41.0,5.0,5.0,4.0,4.0,2.0,0,1,0
6.5,65.0,7.0,3.0,3.0,4.0,3.0,0,1,0
31.0,400.0,25.0,10.0,3.0,6.0,3.0,0,1,0
4.0,46.0,4.0,3.0,4.0,4.0,4.0,1,0,0
31.0,400.0,25.0,10.0,3.0,6.0,3.0,0,1,0
8.9,80.0,6.0,25.0,5.0,6.0,5.0,0,1,0
10.5,60.0,5.0,8.0,6.0,6.0,5.0,0,0,1
10.5,90.0,5.0,10.0,5.0,4.0,4.0,0,0,1
6.9,5.0,6.0,3.0,4.0,4.0,4.0,0,1,0
8.9,80.0,6.0,25.0,5.0,6.0,5.0,0,1,0
4.6,56.0,4.0,3.0,4.0,3.0,3.0,0,1,0
5.3,40.0,1.0,5.0,5.0,3.0,4.0,0,1,0
5.0,60.0,6.0,4.0,3.0,4.0,4.0,0,1,0
5.0,60.0,6.0,4.0,3.0,4.0,4.0,0,1,0
5.0,60.0,6.0,4.0,3.0,4.0,4.0,0,1,0
5.0,60.0,6.0,4.0,3.0,4.0,4.0,0,1,0
5.0,60.0,6.0,4.0,3.0,4.0,4.0,0,1,0
53.0,40.0,1.0,5.0,5.0,3.0,4.0,0,1,0
6.7,47.0,4.0,4.0,5.0,6.0,4.0,0,1,0
24.0,33.0,4.0,8.0,6.0,8.0,9.0,0,1,0
3.0,40.0,1.0,1.0,1.0,1.0,1.0,0,1,0
2.6,32.0,1.0,1.0,1.0,1.0,1.0,0,1,0
2.6,30.0,1.0,1.0,1.0,1.0,1.0,0,1,0
10.5,97.0,10.0,1.0,1.0,1.0,1.0,0,1,0
7.3,52.0,5.0,1.0,1.0,1.0,1.0,0,1,0
16.5,80.0,6.0,8.0,1.0,1.0,1.0,0,0,1
1.6,60.0,1.0,1.0,1.0,1.0,1.0,0,1,0
5.4,90.0,5.0,4.0,6.0,4.0,6.0,0,1,0
5.6,42.0,7.0,1.0,1.0,1.0,1.0,0,1,0
5.4,90.0,5.0,4.0,6.0,4.0,6.0,0,1,0
5.4,90.0,5.0,4.0,6.0,4.0,6.0,0,1,0
5.9,40.0,4.0,5.0,5.0,6.0,5.0,0,0,1
3.6,33.0,5.0,5.0,5.0,3.0,4.0,0,1,0
2.7,33.0,1.0,1.0,4.0,4.0,3.0,0,1,0
3.6,50.0,5.0,1.0,4.0,4.0,3.0,0,1,0
2.4,30.0,3.0,3.0,5.0,3.0,3.0,0,1,0
59.5,45.0,5.0,5.0,5.0,6.0,6.0,0,1,0
8.5,105.0,7.0,8.0,1.0,1.0,1.0,0,1,0
3.6,35.0,3.0,3.0,5.0,3.0,2.0,0,1,0
50.0,45.0,4.0,4.0,4.0,3.0,4.0,0,1,0
6.4,76.0,5.0,15.0,4.0,4.0,3.0,0,1,0
6.5,76.0,5.0,15.0,4.0,4.0,3.0,0,1,0
6.4,76.0,5.0,15.0,4.0,4.0,3.0,0,1,0
6.4,76.0,5.0,15.0,4.0,4.0,3.0,0,1,0
4.4,36.0,6.0,3.0,4.0,4.0,4.0,0,1,0
4.0,39.0,4.0,1.0,4.0,5.0,1.0,0,0,1
7.5,46.0,5.0,15.0,4.0,2.0,3.0,0,1,0
7.1,80.0,1.0,6.0,7.0,14.0,14.0,0,1,0
7.5,46.0,5.0,15.0,4.0,2.0,3.0,0,1,0
42.0,170.0,9.0,7.0,8.0,8.0,1.0,0,0,1
3.2,31.0,1.0,1.0,1.0,1.0,1.0,0,1,0
12.8,70.0,4.0,4.0,6.0,6.0,4.0,0,1,0
162.0,280.0,1.0,1.0,1.0,1.0,1.0,0,1,0
6.5,44.0,4.0,4.0,6.0,4.0,1.0,0,1,0
10.6,43.0,1.0,5.0,5.0,2.0,1.0,0,0,1
12.8,75.0,1.0,1.0,1.0,1.0,1.0,0,1,0
305.0,28.0,5.0,3.0,5.0,4.0,4.0,0,1,0
11.0,3.5,1.0,6.0,1.0,20.0,20.0,0,1,0
15.2,90.0,8.0,40.0,11.0,11.0,11.0,0,1,0
105.0,170.0,1.0,1.0,1.0,1.0,1.0,0,1,0
3.2,31.0,4.0,2.0,5.0,3.0,4.0,0,1,0
305.0,28.0,5.0,3.0,5.0,4.0,4.0,0,1,0
3.0,28.0,6.0,4.0,4.0,3.0,3.0,0,1,0
3.5,30.0,3.0,2.0,5.0,3.0,4.0,0,1,0
17.8,250.0,12.0,40.0,4.0,4.0,4.0,0,1,0
5.4,70.0,5.0,2.0,5.0,6.0,5.0,0,1,0
6.5,65.0,4.0,3.0,4.0,4.0,3.0,0,0,1
30.0,300.0,15.0,25.0,3.0,5.0,5.0,0,1,0
10.0,80.0,4.0,8.0,3.0,3.0,1.0,0,0,1
3.9,60.0,1.0,1.0,1.0,1.0,1.0,0,0,1
3.0,33.0,1.0,1.0,5.0,1.0,1.0,0,1,0
3.6,45.0,4.0,3.0,4.0,5.0,4.0,0,0,1
12.4,80.0,4.0,3.0,7.0,23.0,23.0,0,0,1
13.0,65.0,6.0,7.0,6.0,4.0,5.0,0,1,0
50.0,40.0,4.0,1.0,1.0,1.0,1.0,0,1,0
12.2,90.0,5.0,40.0,6.0,6.0,6.0,0,1,0
10.5,90.0,5.0,10.0,4.0,5.0,5.0,0,1,0
2.3,20.0,32.0,3.0,3.0,2.0,1.0,0,1,0
16.0,91.0,5.0,7.0,5.0,4.0,5.0,0,1,0
6.4,38.0,5.0,3.0,4.0,4.0,4.0,0,1,0
12.2,90.0,5.0,40.0,6.0,6.0,6.0,0,1,0
3.0,28.0,6.0,2.0,4.0,3.0,3.0,0,1,0
2.5,43.0,4.0,7.0,3.0,4.0,2.0,0,1,0
3.2,92.0,6.0,6.0,2.0,4.0,2.0,0,1,0
3.9,47.0,4.0,6.0,3.0,4.0,2.0,0,1,0
2.4,20.0,3.0,3.0,5.0,3.0,4.0,0,1,0
2.4,20.0,3.0,3.0,5.0,3.0,4.0,0,1,0
4.6,45.0,5.0,4.0,4.0,4.0,4.0,0,1,0
7.0,50.0,4.0,12.0,5.0,5.0,5.0,0,1,0
4.0,47.0,4.0,2.0,5.0,4.0,4.0,0,1,0
4.0,47.0,4.0,2.0,5.0,4.0,4.0,0,1,0
4.2,35.0,4.0,4.0,5.0,3.0,4.0,0,1,0
6.5,76.0,5.0,15.0,4.0,4.0,3.0,0,1,0
6.4,76.0,5.0,15.0,4.0,4.0,3.0,0,1,0
6.4,76.0,5.0,15.0,4.0,4.0,3.0,0,1,0
6.4,76.0,5.0,15.0,4.0,4.0,3.0,0,1,0
2.8,30.0,5.0,3.0,5.0,3.0,3.0,0,1,0
2.8,38.0,5.0,5.0,5.0,4.0,4.0,0,1,0
5.1,32.0,4.0,5.0,6.0,5.0,5.0,0,1,0
3.3,32.0,6.0,15.0,4.0,3.0,3.0,0,0,1
3.7,33.0,7.0,1.0,5.0,3.0,3.0,0,0,1
3.7,31.0,7.0,1.0,5.0,3.0,3.0,0,0,1
3.8,34.0,7.0,100.0,4.0,3.0,3.0,0,0,1
4.2,42.0,5.0,15.0,5.0,5.0,3.0,0,1,0
4.4,40.0,4.0,15.0,5.0,6.0,4.0,0,1,0
3.5,38.0,7.0,15.0,4.0,3.0,3.0,0,0,1
3.6,34.0,4.0,15.0,5.0,3.0,3.0,1,0,0
3.8,36.0,4.0,3.0,4.0,4.0,2.0,0,0,1
3.4,33.0,4.0,3.0,4.0,3.0,2.0,0,1,0
7.5,42.0,1.0,10.0,3.0,4.0,4.0,0,1,0
5.0,42.0,8.0,5.0,6.0,4.0,4.0,0,1,0
5.0,45.0,5.0,5.0,6.0,4.0,4.0,0,1,0
4.6,38.0,4.0,2.0,6.0,4.0,6.0,0,1,0
6.3,38.0,5.0,3.0,4.0,4.0,4.0,0,1,0
6.3,50.0,1.0,5.0,4.0,4.0,3.0,0,1,0
5.6,55.0,5.0,10.0,4.0,4.0,5.0,0,1,0
6.4,38.0,5.0,3.0,4.0,4.0,4.0,0,1,0
6.0,54.0,1.0,1.0,5.0,4.0,1.0,0,1,0
14.7,65.0,5.0,6.0,5.0,5.0,4.0,0,1,0
5.8,55.0,4.0,3.0,5.0,5.0,4.0,0,1,0
10.0,75.0,5.0,5.0,6.0,8.0,5.0,0,1,0
2.6,35.0,1.0,1.0,1.0,1.0,1.0,0,1,0
3.2,35.0,5.0,3.0,5.0,4.0,4.0,0,0,1
3.5,39.5,4.0,4.0,4.0,4.0,4.0,0,1,0
36.2,155.0,10.0,6.0,8.0,28.0,29.0,0,1,0
2.2,57.0,6.0,1.0,1.0,1.0,1.0,0,1,0
3.5,38.0,1.0,1.0,3.0,4.0,1.0,0,1,0
7.0,47.0,6.0,4.0,4.0,4.0,4.0,0,1,0
5.0,40.0,6.0,8.0,5.0,5.0,5.0,1,0,0
4.0,50.0,5.0,3.0,4.0,4.0,4.0,0,1,0
