Giá,Diện tích,Mặt tiền,Đường trước nhà,Số tầng,Số phòng,Số toilet,Nội thất_cơ bản,Nội thất_không,Nội thất_đầy đủ
3.2,55.0,4.0,4.0,2.0,3.0,2.0,0,1,0
61.5,71.0,4.0,1.0,1.0,2.0,2.0,0,1,0
4.4,65.0,4.0,4.0,2.0,2.0,2.0,0,1,0
2.2,15.0,4.0,3.0,2.0,2.0,2.0,0,1,0
4.5,48.0,4.0,6.0,2.0,3.0,3.0,0,1,0
4.5,48.0,4.0,6.0,2.0,3.0,3.0,0,1,0
8.3,70.0,6.0,1.0,1.0,1.0,1.0,0,1,0
4.6,60.0,4.0,5.0,2.0,3.0,3.0,0,1,0
22.0,120.0,6.0,15.0,3.0,4.0,4.0,0,1,0
4.4,95.0,5.0,5.0,1.0,5.0,5.0,0,1,0
3.8,40.0,5.0,3.0,2.0,2.0,2.0,0,1,0
4.4,95.0,5.0,5.0,1.0,5.0,5.0,0,1,0
12.9,80.0,4.0,20.0,3.0,4.0,4.0,0,1,0
4.2,46.0,4.0,8.0,2.0,2.0,2.0,0,1,0
13.8,147.0,5.0,30.0,3.0,5.0,5.0,0,1,0
3.5,74.0,4.0,3.0,1.0,2.0,2.0,0,1,0
4.4,30.0,3.0,3.0,4.0,4.0,3.0,0,1,0
4.4,44.0,4.0,4.0,2.0,2.0,2.0,0,1,0
5.9,69.0,7.0,5.0,3.0,6.0,6.0,0,1,0
3.2,26.0,4.0,5.0,2.0,2.0,2.0,0,1,0
7.9,62.0,4.0,4.0,5.0,6.0,5.0,0,1,0
6.0,79.0,5.0,4.0,2.0,4.0,4.0,0,1,0
5.8,60.0,4.0,4.0,2.0,3.0,2.0,0,1,0
5.0,64.0,4.0,4.0,3.0,3.0,1.0,0,1,0
2.2,36.0,5.0,1.0,2.0,2.0,1.0,0,1,0
2.4,32.0,4.0,1.0,3.0,1.0,1.0,0,1,0
1.7,27.0,1.0,1.0,2.0,2.0,2.0,0,1,0
2.5,40.0,4.0,7.0,1.0,2.0,1.0,0,1,0
8.4,92.0,5.0,6.0,1.0,1.0,1.0,0,1,0
6.4,36.0,3.0,5.0,4.0,4.0,3.0,0,1,0
6.0,65.0,6.0,3.0,2.0,5.0,4.0,0,1,0
7.5,80.0,4.0,5.0,2.0,2.0,2.0,0,1,0
8.4,92.0,5.0,6.0,1.0,1.0,1.0,0,1,0
5.4,58.0,4.0,4.0,1.0,4.0,4.0,0,1,0
5.4,58.0,4.0,4.0,1.0,4.0,4.0,0,1,0
5.3,38.0,5.0,3.0,2.0,2.0,2.0,0,1,0
7.5,58.0,7.0,5.0,4.0,3.0,3.0,0,1,0
2.4,22.0,3.0,3.0,1.0,2.0,2.0,0,1,0
6.3,32.0,4.0,4.0,4.0,4.0,4.0,0,1,0
1.6,108.0,5.0,4.0,2.0,3.0,3.0,0,1,0
4.4,20.0,5.0,3.0,3.0,2.0,3.0,0,1,0
6.3,126.0,6.0,3.0,2.0,6.0,5.0,0,1,0
4.7,108.0,1.0,4.0,2.0,3.0,3.0,0,1,0
7.9,82.0,8.0,6.0,4.0,4.0,4.0,0,1,0
5.6,91.3,1.0,1.0,1.0,1.0,1.0,0,1,0
2.4,26.0,5.0,3.0,2.0,3.0,2.0,0,1,0
5.5,55.0,4.0,5.0,1.0,1.0,1.0,0,1,0
3.8,58.0,5.0,4.0,2.0,2.0,2.0,0,1,0
6.4,140.0,3.0,5.0,4.0,4.0,4.0,0,1,0
7.1,60.0,4.0,1.0,2.0,3.0,1.0,0,1,0
3.1,47.0,4.0,4.0,2.0,1.0,1.0,0,1,0
5.9,260.0,10.0,6.0,1.0,3.0,2.0,0,1,0
3.1,63.0,5.0,5.0,2.0,3.0,3.0,0,1,0
9.1,83.0,6.0,6.0,3.0,8.0,8.0,0,1,0
15.0,137.0,7.0,20.0,5.0,4.0,6.0,0,1,0
6.9,53.0,4.0,5.0,4.0,5.0,5.0,0,1,0
5.1,45.0,4.0,2.0,2.0,2.0,1.0,0,1,0
7.8,64.0,4.0,4.0,3.0,4.0,5.0,0,1,0
13.2,55.0,4.0,4.0,5.0,5.0,6.0,0,1,0
6.7,64.0,5.0,6.0,2.0,3.0,5.0,0,1,0
4.3,52.0,4.0,4.0,1.0,2.0,1.0,0,1,0
4.0,38.0,3.0,3.0,2.0,3.0,3.0,0,1,0
10.8,80.0,5.0,6.0,4.0,4.0,4.0,0,1,0
7.9,52.0,4.0,7.0,5.0,5.0,6.0,0,1,0
2.8,44.0,4.0,4.0,2.0,2.0,2.0,0,1,0
6.5,83.0,4.0,3.0,2.0,3.0,2.0,0,1,0
2.8,44.0,4.0,4.0,2.0,2.0,2.0,0,1,0
6.0,56.0,4.0,6.0,5.0,5.0,5.0,0,1,0
1.9,30.0,3.0,3.0,2.0,2.0,1.0,0,1,0
14.9,92.0,4.0,20.0,6.0,17.0,17.0,0,1,0
5.4,36.0,4.0,2.0,3.0,4.0,3.0,0,1,0
5.0,33.0,5.0,3.0,3.0,3.0,3.0,0,1,0
1.6,108.0,5.0,4.0,2.0,3.0,3.0,0,1,0
5.6,39.0,6.0,3.0,4.0,4.0,3.0,0,1,0
4.5,51.0,4.0,5.0,3.0,4.0,3.0,0,1,0
4.4,51.0,4.0,3.0,2.0,3.0,2.0,0,1,0
9.5,70.0,5.0,10.0,4.0,4.0,3.0,0,1,0
7.0,70.0,5.0,10.0,4.0,4.0,3.0,0,1,0
6.5,49.0,4.0,3.0,2.0,2.0,2.0,0,1,0
3.8,58.0,5.0,4.0,2.0,2.0,2.0,0,1,0
3.5,61.0,4.0,3.0,1.0,3.0,1.0,0,1,0
4.0,24.0,3.0,4.0,3.0,2.0,3.0,0,1,0
4.4,65.0,4.0,6.0,2.0,3.0,2.0,0,1,0
5.5,89.0,5.0,5.0,3.0,4.0,5.0,0,1,0
4.2,67.0,6.0,5.0,3.0,2.0,3.0,0,1,0
5.3,73.0,4.0,5.0,2.0,3.0,3.0,0,1,0
5.1,88.0,6.0,4.0,2.0,3.0,3.0,0,1,0
5.1,88.0,6.0,4.0,2.0,3.0,3.0,0,1,0
6.9,36.0,4.0,4.0,3.0,4.0,4.0,0,1,0
9.8,65.0,6.0,4.0,1.0,1.0,1.0,0,1,0
14.2,68.0,4.0,10.0,4.0,7.0,7.0,0,1,0
8.9,61.0,8.0,6.0,5.0,4.0,5.0,0,1,0
10.1,75.0,6.0,6.0,4.0,4.0,5.0,0,1,0
4.7,108.0,1.0,4.0,2.0,3.0,3.0,0,1,0
8.9,56.0,4.0,6.0,3.0,4.0,5.0,0,1,0
4.0,20.0,3.0,1.0,4.0,2.0,4.0,0,1,0
7.1,60.0,4.0,1.0,2.0,3.0,1.0,0,1,0
4.2,61.0,4.0,8.0,2.0,2.0,2.0,0,1,0
7.2,71.0,4.0,6.0,2.0,2.0,2.0,0,1,0
13.8,147.0,5.0,30.0,3.0,5.0,5.0,0,1,0
2.9,24.0,3.0,8.0,2.0,2.0,2.0,0,1,0
9.5,100.0,4.0,8.0,4.0,4.0,4.0,0,1,0
8.2,64.0,4.0,6.0,2.0,2.0,2.0,0,1,0
1.6,108.0,5.0,4.0,2.0,3.0,3.0,0,1,0
8.2,76.0,4.0,6.0,4.0,8.0,4.0,0,1,0
4.0,84.0,4.0,8.0,2.0,3.0,3.0,0,1,0
16.0,125.0,4.0,1.0,3.0,6.0,3.0,0,1,0
4.2,40.0,1.0,4.0,3.0,4.0,4.0,0,1,0
8.7,67.0,4.0,8.0,5.0,5.0,6.0,0,1,0
5.1,88.0,6.0,4.0,2.0,3.0,3.0,0,1,0
5.1,88.0,6.0,4.0,2.0,3.0,3.0,0,1,0
5.9,106.0,3.0,3.0,2.0,3.0,2.0,0,1,0
3.2,20.0,4.0,3.0,2.0,2.0,2.0,0,1,0
16.0,126.0,5.0,40.0,3.0,4.0,5.0,0,1,0
2.8,21.0,3.0,4.0,3.0,2.0,3.0,0,1,0
8.9,50.0,1.0,4.0,5.0,5.0,4.0,0,1,0
6.8,40.0,4.0,4.0,4.0,3.0,4.0,0,1,0
8.9,50.0,1.0,5.0,5.0,5.0,1.0,0,1,0
18.0,144.0,4.0,20.0,2.0,3.0,3.0,0,1,0
52.0,72.0,4.0,30.0,3.0,6.0,6.0,0,1,0
5.5,108.0,5.0,6.0,2.0,4.0,4.0,0,1,0
42.0,71.0,4.0,20.0,8.0,11.0,1.0,0,1,0
6.1,100.0,5.0,1.0,2.0,3.0,1.0,0,1,0
6.5,80.0,1.0,6.0,3.0,4.0,4.0,0,1,0
7.0,40.0,4.0,4.0,5.0,8.0,8.0,0,1,0
5.3,80.0,5.0,4.0,4.0,5.0,5.0,0,1,0
5.3,31.0,3.0,4.0,3.0,3.0,3.0,0,1,0
2.3,18.0,4.0,2.0,2.0,1.0,1.0,0,1,0
2.9,25.0,3.0,3.0,2.0,2.0,2.0,0,1,0
6.8,38.0,4.0,3.0,5.0,3.0,4.0,0,1,0
5.0,40.0,4.0,5.0,2.0,2.0,2.0,0,1,0
7.1,40.0,4.0,4.0,5.0,8.0,8.0,0,1,0
98.0,83.0,6.0,25.0,7.0,10.0,10.0,0,1,0
5.5,78.0,5.0,4.0,3.0,4.0,4.0,0,1,0
7.2,72.0,5.0,7.0,2.0,3.0,3.0,0,1,0
5.9,50.0,4.0,4.0,5.0,5.0,5.0,0,1,0
7.2,72.0,5.0,7.0,2.0,3.0,3.0,0,1,0
8.4,50.0,5.0,5.0,5.0,11.0,12.0,0,1,0
10.9,80.0,4.0,4.0,3.0,7.0,7.0,0,1,0
16.8,137.0,7.0,20.0,5.0,4.0,6.0,0,1,0
6.8,55.0,4.0,6.0,2.0,2.0,2.0,0,1,0
6.7,65.0,18.0,7.0,3.0,1.0,1.0,0,1,0
3.5,36.0,3.0,3.0,3.0,3.0,1.0,0,1,0
4.8,32.0,7.0,4.0,2.0,2.0,2.0,0,1,0
7.2,170.0,12.0,5.0,1.0,1.0,1.0,0,1,0
98.0,364.0,21.0,20.0,2.0,5.0,4.0,0,1,0
6.5,84.0,9.0,6.0,3.0,3.0,4.0,0,1,0
5.5,80.0,5.0,6.0,4.0,4.0,3.0,0,1,0
3.5,74.0,4.0,3.0,1.0,2.0,2.0,0,1,0
3.5,74.0,4.0,3.0,1.0,2.0,2.0,0,1,0
70.0,131.0,8.0,30.0,4.0,6.0,6.0,0,1,0
4.4,55.0,5.0,8.0,2.0,2.0,2.0,0,1,0
6.1,100.0,5.0,10.0,2.0,3.0,1.0,0,1,0
120.0,83.0,5.0,20.0,4.0,6.0,6.0,0,1,0
3.2,50.0,4.0,3.0,2.0,2.0,2.0,0,1,0
10.2,80.0,5.0,26.0,2.0,3.0,2.0,0,1,0
3.3,37.0,4.0,3.0,2.0,2.0,2.0,0,1,0
120.0,153.0,9.0,25.0,7.0,10.0,10.0,0,1,0
6.8,54.0,4.0,5.0,4.0,5.0,5.0,0,1,0
5.7,81.0,4.0,6.0,4.0,3.0,5.0,0,1,0
6.8,54.0,4.0,5.0,4.0,5.0,5.0,0,1,0
5.5,80.0,5.0,4.0,3.0,4.0,4.0,0,1,0
10.9,94.0,7.0,5.0,5.0,4.0,4.0,0,1,0
5.1,85.0,6.0,3.0,2.0,4.0,4.0,0,1,0
5.5,52.0,4.0,10.0,4.0,3.0,4.0,0,1,0
5.1,85.0,6.0,3.0,2.0,4.0,4.0,0,1,0
4.4,50.0,4.0,4.0,2.0,2.0,2.0,0,1,0
4.6,30.0,3.0,3.0,2.0,2.0,2.0,0,1,0
4.8,35.0,4.0,3.0,2.0,2.0,2.0,0,1,0
66.0,125.0,12.0,20.0,9.0,51.0,52.0,0,1,0
30.0,144.0,8.0,20.0,3.0,6.0,6.0,0,1,0
3.5,75.0,5.0,6.0,2.0,6.0,6.0,0,1,0
125.0,106.0,9.0,30.0,6.0,12.0,12.0,0,1,0
3.6,104.0,4.0,8.0,2.0,3.0,1.0,0,1,0
5.0,48.0,4.0,6.0,5.0,5.0,5.0,0,1,0
8.9,65.0,4.0,10.0,3.0,4.0,4.0,0,1,0
8.0,85.0,6.0,6.0,4.0,8.0,8.0,0,1,0
4.5,57.0,3.0,3.0,1.0,2.0,2.0,0,1,0
5.4,50.0,4.0,6.0,5.0,5.0,5.0,0,1,0
8.0,85.0,6.0,6.0,4.0,8.0,8.0,0,1,0
6.8,72.0,4.0,5.0,3.0,6.0,6.0,0,1,0
9.0,56.0,4.0,6.0,4.0,4.0,6.0,0,1,0
6.7,53.0,5.0,4.0,3.0,4.0,4.0,0,1,0
2.4,16.0,3.0,3.0,2.0,2.0,2.0,0,1,0
4.6,40.0,5.0,4.0,2.0,2.0,2.0,0,1,0
3.2,23.0,3.0,4.0,2.0,2.0,1.0,0,1,0
6.1,72.0,4.0,6.0,4.0,4.0,4.0,0,1,0
5.0,70.0,4.0,10.0,2.0,2.0,2.0,0,1,0
3.1,31.0,4.0,4.0,2.0,2.0,2.0,0,0,1
32.0,140.0,16.0,16.0,4.0,4.0,5.0,1,0,0
3.6,48.0,1.0,1.0,1.0,1.0,1.0,0,1,0
6.9,60.0,5.0,4.0,4.0,4.0,5.0,0,0,1
4.4,56.0,4.0,4.0,3.0,4.0,3.0,0,0,1
7.0,105.0,7.0,7.0,3.0,4.0,5.0,0,0,1
129.0,22.0,2.0,1.0,1.0,1.0,2.0,0,1,0
58.0,300.0,12.0,18.0,8.0,60.0,1.0,0,1,0
900.0,40.0,1.0,5.0,1.0,1.0,1.0,0,1,0
2.0,250.0,7.0,10.0,1.0,10.0,1.0,0,1,0
8.5,92.0,4.0,10.0,3.0,3.0,3.0,0,1,0
55.0,150.0,12.0,16.0,7.0,60.0,1.0,0,1,0
6.0,80.0,4.0,1.0,2.0,2.0,1.0,0,1,0
4.4,45.0,5.0,4.0,2.0,2.0,1.0,0,1,0
4.8,40.0,5.0,6.0,3.0,3.0,3.0,0,1,0
5.8,57.0,5.0,6.0,3.0,3.0,3.0,0,1,0
4.8,46.0,4.0,6.0,2.0,2.0,2.0,0,1,0
5.0,77.0,1.0,1.0,1.0,1.0,1.0,0,1,0
23.5,90.0,6.0,16.0,4.0,5.0,1.0,0,1,0
18.8,100.0,5.0,1.0,5.0,20.0,1.0,0,1,0
680.0,68.0,6.0,6.0,2.0,4.0,4.0,1,0,0
1.4,12.0,3.0,1.0,2.0,1.0,1.0,0,1,0
3.2,38.0,5.0,1.0,1.0,4.0,1.0,0,1,0
3.5,72.0,4.0,1.0,2.0,1.0,1.0,0,1,0
1.5,12.5,1.0,1.0,3.0,1.0,1.0,0,1,0
1.3,20.0,1.0,1.0,1.0,1.0,1.0,0,1,0
8.2,72.0,8.0,8.0,3.0,5.0,5.0,1,0,0
18.5,332.0,12.0,10.0,2.0,6.0,1.0,0,1,0
1.9,20.0,1.0,1.0,1.0,1.0,1.0,0,1,0
9.3,69.2,5.0,20.0,5.0,6.0,6.0,0,1,0
9.0,65.0,4.0,10.0,5.0,1.0,1.0,0,1,0
8.2,72.0,8.0,8.0,3.0,5.0,5.0,1,0,0
5.6,100.0,4.0,1.0,1.0,1.0,1.0,0,1,0
12.9,84.0,7.0,16.0,4.0,6.0,1.0,0,1,0
6.8,56.0,1.0,8.0,2.0,1.0,1.0,0,1,0
3.9,40.0,4.0,5.0,3.0,4.0,1.0,0,1,0
4.5,42.0,4.0,5.0,3.0,1.0,1.0,0,1,0
5.6,48.0,4.0,6.0,3.0,1.0,1.0,0,1,0
5.7,76.0,4.0,1.0,3.0,1.0,1.0,0,1,0
870.0,125.0,5.0,6.0,1.0,3.0,2.0,0,0,1
8.3,52.0,4.0,5.0,5.0,8.0,8.0,0,1,0
25.3,102.0,6.0,16.0,4.0,5.0,6.0,0,1,0
998.0,40.0,4.0,5.0,1.0,1.0,1.0,0,1,0
12.0,105.0,7.0,1.0,4.0,23.0,24.0,0,1,0
59.8,200.0,10.0,16.0,6.0,42.0,1.0,0,1,0
30.0,115.0,1.0,1.0,1.0,1.0,1.0,0,1,0
970.0,72.0,4.0,5.0,1.0,2.0,2.0,0,0,1
12.1,190.0,6.0,6.0,2.0,1.0,1.0,0,1,0
6.3,83.4,4.0,3.0,2.0,2.0,2.0,0,1,0
5.8,31.9,3.0,4.0,5.0,6.0,6.0,0,1,0
4.6,35.6,3.0,3.0,2.0,2.0,2.0,0,1,0
5.7,70.8,5.0,5.0,1.0,2.0,2.0,0,1,0
5.7,82.0,6.0,6.0,2.0,2.0,2.0,0,0,1
12.7,80.0,12.0,12.0,3.0,3.0,3.0,0,1,0
16.0,118.0,1.0,1.0,1.0,1.0,1.0,0,1,0
2.8,40.0,4.0,1.0,1.0,1.0,1.0,0,1,0
34.6,144.0,8.0,16.0,2.0,3.0,2.0,0,1,0
30.6,145.0,6.0,8.0,7.0,28.0,30.0,0,1,0
2.9,26.0,4.0,3.0,2.0,2.0,1.0,0,0,1
2.7,20.0,1.0,1.0,3.0,2.0,1.0,0,1,0
2.3,25.0,3.0,3.0,2.0,3.0,2.0,0,0,1
4.5,45.0,4.0,4.0,2.0,4.0,3.0,0,0,1
3.0,45.0,4.0,4.0,3.0,3.0,2.0,0,0,1
3.0,50.0,5.0,6.0,3.0,3.0,2.0,0,0,1
43.0,131.0,6.0,5.0,7.0,19.0,20.0,0,1,0
110.0,266.0,20.0,10.0,9.0,43.0,45.0,0,1,0
24.0,110.0,6.0,14.0,5.0,20.0,21.0,0,1,0
7.2,150.0,4.0,1.0,4.0,5.0,5.0,0,1,0
870.0,71.0,4.0,5.0,1.0,3.0,2.0,0,0,1
3.0,44.0,4.0,4.0,2.0,3.0,2.0,0,0,1
2.9,55.0,1.0,1.0,1.0,1.0,1.0,0,1,0
1.0,72.0,7.0,5.0,1.0,3.0,1.0,0,0,1
3.8,100.0,5.0,1.0,1.0,1.0,1.0,0,1,0
999.0,18.0,3.0,3.0,2.0,2.0,2.0,0,1,0
2.3,36.0,1.0,1.0,1.0,1.0,1.0,0,1,0
13.9,115.0,10.0,10.0,3.0,20.0,20.0,0,1,0
21.2,80.0,1.0,1.0,1.0,1.0,1.0,0,1,0
5.5,35.0,1.0,1.0,1.0,1.0,1.0,0,1,0
2.5,40.0,4.0,6.0,2.0,2.0,2.0,0,1,0
2.5,200.0,5.0,4.0,1.0,1.0,1.0,0,1,0
5.0,25.0,1.0,1.0,1.0,1.0,1.0,0,1,0
7.3,52.0,4.0,1.0,4.0,4.0,2.0,0,1,0
3.0,50.0,5.0,6.0,3.0,3.0,2.0,0,0,1
5.2,62.1,4.0,5.0,2.0,4.0,1.0,0,1,0
4.9,64.0,4.0,5.0,2.0,1.0,1.0,0,1,0
18.9,80.0,4.0,20.0,3.0,3.0,4.0,0,1,0
5.4,79.0,4.0,3.0,2.0,3.0,1.0,0,1,0
2.2,32.0,4.0,4.0,2.0,1.0,1.0,0,1,0
3.9,40.0,4.0,1.0,3.0,4.0,1.0,0,1,0
4.2,40.0,4.0,5.0,2.0,1.0,1.0,0,1,0
5.2,78.0,6.0,1.0,2.0,1.0,1.0,0,1,0
4.9,58.0,5.0,5.0,2.0,3.0,1.0,0,1,0
4.2,95.0,4.0,1.0,1.0,1.0,1.0,0,1,0
1.7,25.0,5.0,1.0,3.0,2.0,1.0,0,1,0
2.6,70.0,4.0,6.0,2.0,2.0,1.0,0,1,0
19.5,101.0,1.0,1.0,1.0,1.0,1.0,0,1,0
17.0,75.0,5.0,9.0,4.0,7.0,7.0,0,0,1
1.4,60.0,5.0,1.0,2.0,2.0,2.0,0,1,0
2.8,30.0,4.0,1.0,2.0,2.0,2.0,0,1,0
7.8,57.0,1.0,5.0,4.0,5.0,5.0,0,1,0
2.7,24.0,4.0,3.0,4.0,3.0,1.0,0,1,0
1.8,20.0,4.0,1.0,2.0,2.0,1.0,0,1,0
1.5,14.0,4.0,1.0,2.0,1.0,1.0,0,1,0
3.3,100.0,1.0,1.0,3.0,4.0,1.0,0,1,0
850.0,40.0,6.0,6.0,2.0,2.0,2.0,1,0,0
830.0,62.0,6.0,6.0,2.0,2.0,2.0,0,0,1
750.0,62.0,6.0,6.0,2.0,2.0,2.0,0,0,1
800.0,60.0,8.0,8.0,2.0,2.0,2.0,0,0,1
2.4,26.0,1.0,6.0,3.0,2.0,1.0,0,1,0
3.2,48.0,4.0,3.0,2.0,2.0,2.0,0,1,0
6.9,43.0,4.0,3.0,4.0,4.0,4.0,0,0,1
3.0,32.0,4.0,1.0,2.0,1.0,1.0,0,1,0
7.6,74.0,4.0,9.0,3.0,1.0,5.0,1,0,0
3.8,40.0,1.0,1.0,2.0,2.0,1.0,0,0,1
8.0,191.0,11.0,10.0,4.0,5.0,5.0,0,1,0
5.5,35.0,4.0,4.0,4.0,4.0,4.0,0,0,1
7.0,48.0,4.0,4.0,4.0,4.0,4.0,0,0,1
3.2,81.0,8.0,3.0,1.0,2.0,1.0,0,1,0
6.0,77.0,1.0,6.0,1.0,4.0,2.0,0,1,0
1.8,73.0,4.0,4.0,2.0,2.0,1.0,0,1,0
6.0,46.0,4.0,4.0,4.0,4.0,4.0,0,0,1
6.4,80.0,5.0,8.0,3.0,3.0,3.0,0,1,0
3.3,33.0,4.0,4.0,4.0,4.0,4.0,0,0,1
2.9,30.0,4.0,4.0,4.0,4.0,4.0,0,0,1
3.2,25.0,4.0,4.0,3.0,2.0,1.0,0,1,0
3.3,33.0,4.0,4.0,4.0,4.0,4.0,0,0,1
2.5,30.0,1.0,1.0,5.0,1.0,1.0,0,1,0
3.1,38.0,4.0,1.0,2.0,2.0,1.0,0,1,0
6.8,72.0,4.0,9.0,3.0,5.0,5.0,0,0,1
2.5,28.0,4.0,4.0,4.0,4.0,4.0,0,0,1
2.9,35.0,4.0,4.0,4.0,4.0,4.0,0,0,1
4.0,32.0,4.0,4.0,2.0,2.0,2.0,0,0,1
15.2,90.0,5.0,14.0,4.0,4.0,5.0,0,1,0
9.5,55.0,4.0,8.0,4.0,5.0,1.0,0,1,0
3.4,77.0,1.0,1.0,1.0,1.0,1.0,0,1,0
4.9,70.0,1.0,1.0,1.0,1.0,1.0,0,1,0
3.9,62.0,1.0,1.0,1.0,1.0,1.0,0,1,0
5.2,77.0,5.0,6.0,4.0,4.0,4.0,0,1,0
5.4,82.0,5.0,6.0,4.0,4.0,4.0,0,1,0
4.6,61.0,1.0,7.0,3.0,4.0,1.0,0,0,1
6.0,84.0,1.0,1.0,1.0,1.0,1.0,0,1,0
4.4,75.0,1.0,1.0,1.0,1.0,1.0,0,0,1
5.5,58.0,1.0,8.0,3.0,4.0,3.0,0,1,0
3.4,104.0,5.0,8.0,2.0,3.0,1.0,0,1,0
4.3,84.0,1.0,6.0,1.0,1.0,1.0,0,1,0
4.4,86.0,1.0,1.0,1.0,1.0,1.0,0,1,0
7.5,98.0,1.0,6.0,1.0,3.0,1.0,0,1,0
3.9,72.0,4.0,6.0,1.0,2.0,1.0,0,1,0
7.5,100.0,5.0,6.0,2.0,3.0,1.0,0,1,0
4.0,42.0,4.0,6.0,2.0,3.0,2.0,0,1,0
25.0,460.0,9.0,6.0,1.0,4.0,2.0,0,1,0
31.0,200.0,8.0,1.0,1.0,1.0,1.0,0,1,0
148.0,180.0,9.0,1.0,9.0,1.0,1.0,0,1,0
4.5,63.0,5.0,3.0,2.0,3.0,2.0,0,1,0
1.6,12.0,1.0,1.0,3.0,1.0,1.0,0,1,0
13.0,65.0,4.0,8.0,4.0,4.0,4.0,0,1,0
4.7,92.0,5.0,6.0,1.0,1.0,1.0,0,1,0
2.7,40.0,1.0,1.0,1.0,1.0,1.0,0,1,0
9.5,67.0,5.0,8.0,3.0,6.0,3.0,0,0,1
998.0,40.0,5.0,5.0,1.0,1.0,1.0,0,1,0
19.0,132.0,12.0,1.0,1.0,1.0,1.0,0,1,0
4.6,50.0,4.0,1.0,4.0,4.0,1.0,0,1,0
3.4,85.0,12.0,1.0,1.0,4.0,1.0,0,1,0
10.0,55.0,3.0,1.0,1.0,1.0,1.0,0,1,0
11.0,11.0,1.0,1.0,1.0,1.0,1.0,0,1,0
15.5,104.0,1.0,1.0,1.0,1.0,1.0,0,1,0
8.5,58.0,5.0,15.0,1.0,2.0,2.0,0,1,0
110.0,1.3,30.0,1.0,1.0,1.0,1.0,0,1,0
7.5,200.0,8.0,8.0,1.0,1.0,1.0,0,1,0
3.0,30.0,4.0,1.0,1.0,1.0,1.0,0,1,0
3.0,40.0,4.0,3.0,1.0,2.0,1.0,0,0,1
21.5,110.0,6.0,20.0,3.0,5.0,5.0,0,0,1
2.2,36.0,3.0,6.0,2.0,2.0,2.0,0,1,0
12.0,70.0,4.0,10.0,3.0,5.0,5.0,0,0,1
6.5,87.0,5.0,7.0,2.0,3.0,3.0,0,1,0
4.8,100.0,4.0,6.0,2.0,2.0,2.0,0,1,0
5.7,92.0,4.0,7.0,1.0,4.0,2.0,1,0,0
7.6,80.0,5.0,9.0,3.0,5.0,5.0,0,0,1
3.0,45.0,5.0,3.0,2.0,2.0,2.0,0,1,0
4.6,90.0,5.0,3.0,1.0,3.0,2.0,0,1,0
7.9,120.0,10.0,4.0,2.0,4.0,4.0,0,1,0
6.1,63.0,4.0,5.0,4.0,4.0,3.0,0,0,1
9.5,85.0,1.0,1.0,3.0,8.0,9.0,0,0,1
7.0,52.0,5.0,5.0,2.0,2.0,2.0,0,1,0
1.9,88.4,1.0,1.0,1.0,3.0,3.0,0,1,0
5.9,102.0,1.0,1.0,1.0,2.0,2.0,0,0,1
15.0,49.0,4.0,10.0,2.0,2.0,2.0,0,1,0
10.0,100.0,9.0,9.0,2.0,3.0,2.0,0,1,0
7.6,80.0,5.0,9.0,3.0,5.0,5.0,0,0,1
3.8,45.0,5.0,3.0,2.0,2.0,2.0,0,1,0
4.6,76.0,4.0,3.0,1.0,2.0,1.0,0,1,0
16.3,75.6,4.0,20.0,3.0,4.0,4.0,0,1,0
15.9,72.0,4.0,14.0,3.0,4.0,4.0,0,1,0
3.8,40.0,4.0,4.0,3.0,2.0,2.0,0,1,0
7.0,191.0,7.0,7.0,4.0,5.0,5.0,1,0,0
9.0,116.0,1.0,1.0,1.0,1.0,1.0,0,1,0
8.8,80.0,1.0,1.0,2.0,5.0,5.0,0,0,1
8.8,57.0,1.0,1.0,2.0,3.0,3.0,0,0,1
40.0,156.0,10.0,12.0,5.0,10.0,10.0,0,1,0
6.6,61.1,6.0,1.0,4.0,5.0,5.0,0,1,0
5.2,30.0,5.0,5.0,5.0,6.0,4.0,0,0,1
3.6,50.0,5.0,3.0,2.0,3.0,2.0,0,1,0
15.0,100.0,5.0,8.0,4.0,4.0,4.0,0,1,0
6.5,52.0,4.0,4.0,2.0,2.0,2.0,0,1,0
780.0,18.0,3.0,4.0,2.0,1.0,1.0,0,1,0
6.4,52.0,4.0,6.0,4.0,4.0,5.0,0,1,0
11.2,92.0,1.0,1.0,1.0,1.0,1.0,0,1,0
4.4,28.0,1.0,1.0,1.0,1.0,1.0,0,1,0
210.0,40.0,8.0,8.0,1.0,2.0,2.0,1,0,0
51.0,70.0,5.0,8.0,1.0,2.0,2.0,0,1,0
5.4,98.0,1.0,6.0,2.0,3.0,3.0,0,1,0
15.0,92.0,1.0,1.0,2.0,4.0,4.0,0,1,0
2.0,60.0,5.0,8.0,3.0,4.0,3.0,0,1,0
3.7,27.0,3.0,1.0,3.0,3.0,2.0,0,1,0
13.5,96.0,6.0,1.0,5.0,1.0,1.0,0,1,0
8.7,82.0,7.0,5.0,4.0,8.0,8.0,0,1,0
520.0,89.0,6.0,16.0,3.0,4.0,4.0,0,0,1
7.4,85.0,5.0,4.0,4.0,5.0,5.0,0,0,1
51.0,114.0,9.0,15.0,3.0,8.0,6.0,0,0,1
17.5,100.0,1.0,1.0,5.0,20.0,21.0,0,1,0
7.5,70.0,5.0,5.0,4.0,4.0,5.0,0,1,0
