,Giá,Diện tích,Mặt tiền,Số tầng,Số phòng,Số toilet,Không,Đầy đủ,Cơ bản
10356,18.5,153.0,1,1,1,1,1,0,0
10357,12.5,87.5,1,1,1,1,1,0,0
10358,4.2,40.0,1,1,1,1,1,0,0
10359,4.3,44.0,1,1,1,1,1,0,0
10360,12.0,120.0,1,1,1,1,1,0,0
10361,3.9,55.0,1,1,1,1,1,0,0
10362,2.2,50.0,1,20,2,2,1,0,0
10363,3.0,59.0,1,20,1,1,1,0,0
10364,7.0,56.0,1,3,1,1,1,0,0
10365,6.5,53.0,1,3,1,1,1,0,0
10366,11.4,181.0,1,4,1,1,1,0,0
10367,4.8,52.0,1,3,3,3,1,0,0
10368,4.6,71.0,1,2,3,2,1,0,0
10369,215.0,76.0,1,4,1,1,1,0,0
10370,5.8,54.0,1,3,3,3,1,0,0
10371,215.0,76.0,1,4,1,1,1,0,0
10372,27.5,148.0,1,6,19,20,1,0,0
10373,440.0,40.0,1,1,1,1,1,0,0
10374,10.5,61.0,1,5,1,1,1,0,0
10375,3.1,4.0,1,3,1,1,1,0,0
10376,137.0,4.0,1,5,1,1,1,0,0
10377,3.6,4.0,1,5,1,1,1,0,0
10378,83.0,62.0,1,4,1,1,1,0,0
10379,14.2,150.0,1,1,1,1,1,0,0
10380,3.3,56.0,1,1,1,1,1,0,0
10381,38.5,110.0,1,5,1,1,1,0,0
10382,215.0,76.0,1,4,1,1,1,0,0
10383,18.0,90.0,1,1,1,1,1,0,0
10384,310.0,91.0,1,4,1,1,1,0,0
10385,11.4,181.0,1,4,1,1,1,0,0
10386,6.3,47.0,1,4,1,1,1,0,0
10387,10.0,1.0,1,4,1,1,1,0,0
10388,6.9,136.0,1,1,1,1,1,0,0
10389,10.9,45.0,4,4,6,7,1,0,0
10390,5.1,60.0,4,1,2,1,1,0,0
10391,9.0,80.0,1,1,1,1,1,0,0
10392,6.8,51.0,4,2,1,1,1,0,0
10393,2.5,52.0,3,2,3,2,0,0,1
10394,4.2,60.0,1,2,3,3,1,0,0
10395,4.4,112.0,1,2,4,2,1,0,0
10396,4.0,40.0,1,1,1,1,1,0,0
10397,7.5,90.0,1,4,5,5,1,0,0
10398,11.4,181.0,1,4,1,1,1,0,0
10399,6.3,47.0,1,4,1,1,1,0,0
10400,739.0,80.0,1,4,4,4,1,0,0
10401,3.3,43.0,4,2,2,2,1,0,0
10402,77.0,43.0,4,2,2,2,1,0,0
10403,8.7,59.0,1,4,1,1,1,0,0
10404,3.6,55.0,1,1,3,1,1,0,0
10405,10.0,1.0,1,4,1,1,1,0,0
10406,215.0,76.0,1,4,1,1,1,0,0
10407,310.0,91.0,1,4,1,1,1,0,0
10408,18.0,90.0,1,1,1,1,1,0,0
10409,32.0,165.0,1,1,1,1,1,0,0
10410,8.0,150.0,1,3,12,9,1,0,0
10411,4.1,103.0,1,2,4,2,1,0,0
10412,4.5,60.0,4,3,3,1,1,0,0
10413,7.0,60.0,1,3,4,3,1,0,0
10414,2.0,23.0,1,2,2,1,1,0,0
10415,5.2,83.0,1,2,3,3,1,0,0
10416,3.2,37.0,1,2,2,1,1,0,0
10417,6.0,50.0,5,4,4,4,1,0,0
10418,10.0,42.0,1,4,3,3,1,0,0
10419,6.5,52.0,1,2,1,1,1,0,0
10420,1.3,113.0,5,2,7,2,0,0,1
10421,13.9,55.0,1,1,1,1,1,0,0
10422,9.1,40.0,1,1,1,1,1,0,0
10423,9.1,40.0,1,1,1,1,1,0,0
10424,13.9,55.0,1,1,1,1,1,0,0
10425,9.5,68.0,1,2,1,1,1,0,0
10426,9.0,68.0,1,2,1,1,1,0,0
10427,6.3,60.0,1,3,1,1,1,0,0
10428,43.5,112.0,1,2,4,2,1,0,0
10429,5.9,45.0,1,1,1,1,1,0,0
10430,28.0,168.0,1,3,3,3,1,0,0
10431,6.5,58.0,1,2,1,1,1,0,0
10432,5.8,70.0,1,2,1,1,1,0,0
10433,5.8,70.0,1,1,1,1,1,0,0
10434,28.0,280.0,1,1,1,1,1,0,0
10435,5.5,48.0,1,1,1,1,1,0,0
10436,4.5,34.0,1,2,3,2,1,0,0
10437,19.5,110.0,1,6,14,9,1,0,0
10438,14.0,45.0,1,3,3,3,1,0,0
10439,19.5,110.0,1,6,14,9,1,0,0
10440,4.5,34.0,1,2,3,2,1,0,0
10441,14.0,45.0,1,3,3,3,1,0,0
10442,49.5,96.0,1,6,5,5,1,0,0
10443,49.5,96.0,1,6,5,5,1,0,0
10444,15.5,64.0,1,4,5,5,1,0,0
10445,15.5,64.0,1,4,5,5,1,0,0
10446,5.0,40.0,4,3,3,1,1,0,0
10447,3.7,53.0,1,1,1,1,1,0,0
10448,18.5,160.0,8,3,2,4,1,0,0
10449,31.5,102.0,1,3,4,3,1,0,0
10450,26.5,165.0,1,4,10,10,1,0,0
10451,8.4,42.0,1,3,4,3,1,0,0
10452,20.5,110.0,1,6,5,5,1,0,0
10453,32.0,174.0,1,1,1,1,1,0,0
10454,1.7,110.0,1,1,1,1,1,0,0
10455,32.0,174.0,1,1,1,1,1,0,0
10456,1.7,110.0,1,1,1,1,1,0,0
10457,3.6,56.0,1,2,3,1,1,0,0
10458,1.6,120.0,6,1,3,2,1,0,0
10459,9.3,80.0,1,5,4,4,1,0,0
10460,6.0,65.0,4,2,3,1,1,0,0
10461,4.0,36.0,4,2,2,2,1,0,0
10462,4.6,40.0,4,4,4,3,1,0,0
10463,7.5,85.0,4,5,6,1,1,0,0
10464,4.3,50.0,1,1,1,1,1,0,0
10465,2.8,73.0,1,2,2,2,1,0,0
10466,18.7,295.0,1,1,1,1,1,0,0
10467,43.5,110.0,1,2,4,2,1,0,0
10468,4.5,66.0,1,1,1,1,1,0,0
10469,1.7,4.0,1,1,1,1,1,0,0
10470,1.7,4.0,1,1,1,1,1,0,0
10471,5.3,60.0,4,3,4,1,1,0,0
10472,43.5,112.0,1,2,4,2,1,0,0
10473,6.4,56.0,1,4,4,5,1,0,0
10474,3.2,37.0,1,2,2,1,1,0,0
10475,4.3,72.0,1,1,3,2,1,0,0
10476,2.0,23.0,1,2,2,1,1,0,0
10477,14.0,183.0,1,4,16,16,1,0,0
10478,5.2,83.0,1,2,3,3,1,0,0
10479,2.8,52.0,1,2,3,1,1,0,0
10480,30.0,270.0,1,3,5,5,1,0,0
10481,3.2,46.0,1,2,2,2,1,0,0
10482,2.0,19.0,1,2,1,1,1,0,0
10483,2.4,49.0,1,1,1,1,1,0,0
10484,6.8,63.0,1,4,4,5,1,0,0
10485,30.0,270.0,1,3,5,5,1,0,0
10486,1.3,100.0,1,1,1,1,1,0,0
10487,8.7,100.0,1,3,4,5,1,0,0
10488,9.0,80.0,1,1,1,1,1,0,0
10489,9.1,82.0,1,1,1,1,1,0,0
10490,9.0,80.0,1,1,1,1,1,0,0
10491,9.2,98.0,1,1,2,2,1,0,0
10492,9.2,98.0,1,1,2,2,1,0,0
10493,10.3,135.0,1,2,2,2,1,0,0
10494,10.3,135.0,1,2,2,2,1,0,0
10495,4.4,120.0,1,2,4,3,1,0,0
10496,4.4,120.0,1,2,4,3,1,0,0
10497,4.4,120.0,1,2,4,3,1,0,0
10498,8.6,100.0,1,4,3,4,1,0,0
10499,15.5,75.0,1,4,3,3,1,0,0
10500,16.5,240.0,1,4,6,6,1,0,0
10501,1.7,42.0,1,2,2,1,1,0,0
10502,5.2,54.0,1,3,3,3,1,0,0
10503,4.8,61.0,4,2,4,1,1,0,0
10504,5.4,60.0,1,1,1,1,1,0,0
10505,1.6,120.0,6,1,3,2,1,0,0
10506,5.2,50.0,6,3,3,1,1,0,0
10507,3.8,50.0,1,1,5,5,1,0,0
10508,17.9,110.0,1,4,10,10,1,0,0
10509,18.0,148.0,1,7,12,12,1,0,0
10510,1.6,120.0,6,1,3,2,0,0,1
10511,1.6,120.0,6,1,3,2,1,0,0
10512,1.6,120.0,6,1,3,2,1,0,0
10513,1.6,120.0,6,1,3,2,0,0,1
10514,4.9,35.0,30,5,5,5,1,0,0
10515,5.5,70.0,1,1,1,1,1,0,0
10516,5.0,30.0,10,2,2,2,1,0,0
10517,7.7,84.0,1,3,3,3,1,0,0
10518,12.0,568.0,15,1,4,2,1,0,0
10519,7.9,70.0,1,4,5,5,1,0,0
10520,6.7,48.0,1,1,1,1,1,0,0
10521,6.9,48.0,1,1,1,1,1,0,0
10522,4.3,64.0,1,1,1,1,1,0,0
10523,4.2,65.0,1,1,1,1,1,0,0
10524,4.5,66.0,1,1,1,1,1,0,0
10525,5.4,76.0,1,1,1,1,1,0,0
10526,9.0,70.0,1,1,1,1,1,0,0
10527,7.9,70.0,1,4,5,5,1,0,0
10528,12.6,90.0,1,1,1,1,1,0,0
10529,12.9,90.0,1,1,1,1,1,0,0
10530,7.4,81.0,1,2,3,2,1,0,0
10531,8.0,82.0,4,2,3,3,1,0,0
10532,3.5,51.0,1,1,1,1,1,0,0
10533,4.8,51.0,1,1,1,1,1,0,0
10534,4.8,51.0,1,1,1,1,1,0,0
10535,18.0,130.0,1,4,10,10,1,0,0
10536,5.0,58.0,1,1,1,1,1,0,0
10537,3.8,40.0,1,1,1,1,1,0,0
10538,3.4,36.0,1,1,1,1,1,0,0
10539,4.0,50.0,1,2,3,3,1,0,0
10540,7.6,56.0,1,1,1,1,1,0,0
10541,3.4,24.0,1,1,1,1,1,0,0
10542,4.7,25.0,20,4,4,3,1,0,0
10543,3.6,42.0,1,4,5,5,1,0,0
10544,29.9,74.0,5,7,10,10,1,0,0
10545,3.5,50.0,1,1,1,1,1,0,0
10546,8.8,50.0,10,3,4,5,1,0,0
10547,6.5,33.0,40,4,4,3,1,0,0
10548,55.0,154.0,1,3,3,3,0,0,1
10549,48.0,200.0,1,3,1,1,1,0,0
10550,18.0,57.0,4,4,6,7,1,0,0
10551,11.9,109.0,1,1,1,1,1,0,0
10552,32.0,138.0,1,7,6,6,1,0,0
10553,9.6,70.0,1,4,5,3,1,0,0
10554,3.7,28.0,1,2,2,2,1,0,0
10555,4.1,103.0,1,2,4,2,1,0,0
10556,6.4,56.0,1,4,4,5,1,0,0
10557,4.5,55.0,1,1,1,1,1,0,0
10558,2.0,23.0,1,2,2,1,1,0,0
10559,6.6,1.0,1,1,1,1,1,0,0
10560,5.3,60.0,1,1,1,1,1,0,0
10561,1.3,113.0,5,2,7,2,0,0,1
10562,15.5,64.0,4,2,3,3,1,0,0
10563,7.2,54.7,4,4,5,5,1,0,0
10564,12.6,1.0,1,1,4,1,1,0,0
10565,17.7,150.0,1,3,7,7,1,0,0
10566,1.3,15.0,1,1,1,1,1,0,0
10567,5.6,117.0,1,1,5,5,1,0,0
10568,17.9,135.0,1,5,12,12,1,0,0
10569,11.0,60.0,1,1,1,1,1,0,0
10570,6.1,44.0,4,2,2,1,1,0,0
10571,18.0,90.0,1,1,1,1,1,0,0
10572,15.5,211.0,1,1,1,1,1,0,0
10573,440.0,40.0,1,1,1,1,1,0,0
10574,38.5,110.0,1,5,1,1,1,0,0
10575,1.8,86.0,1,1,2,2,1,0,0
10576,6.8,85.0,1,1,1,1,1,0,0
10577,6.9,90.0,1,1,1,1,1,0,0
10578,6.9,90.0,1,1,1,1,1,0,0
10579,21.0,102.0,1,4,4,4,1,0,0
10580,3.2,26.0,1,1,1,1,1,0,0
10581,3.0,25.0,1,1,1,1,1,0,0
10582,10.0,84.0,1,1,1,1,1,0,0
10583,3.1,27.0,1,1,1,1,1,0,0
10584,2.9,40.0,1,1,1,1,1,0,0
10585,2.6,31.0,1,1,1,1,1,0,0
10586,3.1,27.0,1,1,1,1,1,0,0
10587,180.0,200.0,3,2,4,2,1,0,0
10588,5.4,55.0,1,1,1,1,1,0,0
10589,5.4,55.0,1,1,1,1,1,0,0
10590,2.9,40.0,1,1,1,1,1,0,0
10591,2.6,31.0,1,1,1,1,1,0,0
10592,14.5,104.0,1,5,14,14,1,0,0
10593,5.6,50.0,1,3,4,3,1,0,0
10594,440.0,40.0,1,1,1,1,1,0,0
10595,137.0,4.0,1,5,1,1,1,0,0
10596,14.2,72.0,1,4,1,1,1,0,0
10597,310.0,91.0,1,4,1,1,1,0,0
10598,83.0,62.0,1,4,1,1,1,0,0
10599,59.0,42.0,1,4,1,1,1,0,0
10600,6.4,56.0,1,4,4,5,1,0,0
10601,7.0,62.0,1,4,4,5,1,0,0
10602,38.5,110.0,1,5,1,1,1,0,0
10603,18.0,90.0,1,1,1,1,1,0,0
10604,8.6,41.0,1,3,3,4,1,0,0
10605,2.9,25.0,1,2,2,1,1,0,0
10606,3.2,43.0,1,2,2,2,1,0,0
10607,3.8,1.0,1,2,2,2,1,0,0
10608,14.9,128.0,1,6,13,13,1,0,0
10609,5.6,50.0,1,3,3,3,1,0,0
10610,14.6,125.0,1,5,12,12,1,0,0
10611,15.0,110.0,1,6,14,14,1,0,0
10612,4.0,55.0,4,1,6,8,0,0,1
10613,3.0,48.0,1,1,1,1,0,0,1
10614,4.0,56.0,1,1,1,1,1,0,0
10615,5.2,70.0,4,3,3,3,1,0,0
10616,5.2,70.0,4,3,4,3,1,0,0
10617,6.7,55.0,1,1,1,1,1,0,0
10618,5.6,57.0,1,1,1,1,1,0,0
10619,4.8,48.0,1,1,1,1,1,0,0
10620,3.3,47.0,1,1,1,1,1,0,0
10621,12.5,125.0,1,6,5,6,1,0,0
10622,7.7,66.0,1,4,5,6,1,0,0
10623,8.2,127.0,1,1,1,1,1,0,0
10624,2.3,23.0,1,1,2,1,1,0,0
10625,2.0,23.0,1,2,2,1,1,0,0
10626,6.4,56.0,1,4,4,5,1,0,0
10627,4.1,103.0,1,2,4,2,1,0,0
10628,7.0,43.0,1,4,5,5,1,0,0
10629,3.2,37.0,1,2,2,1,1,0,0
10630,3.2,37.0,1,2,2,1,1,0,0
10631,4.1,103.0,1,2,4,2,1,0,0
10632,3.7,52.0,1,2,2,2,1,0,0
10633,3.7,52.0,1,2,2,2,1,0,0
10634,14.0,183.0,1,4,16,16,1,0,0
10635,5.2,84.0,1,2,3,2,1,0,0
10636,5.4,44.0,1,3,1,1,1,0,0
10637,7.5,72.0,1,2,1,1,1,0,0
10638,6.0,140.0,1,1,1,1,1,0,0
10639,15.0,140.0,1,1,1,1,1,0,0
10640,5.9,68.0,1,1,1,1,1,0,0
10641,6.8,68.0,1,1,1,1,1,0,0
10642,6.4,50.0,1,1,1,1,1,0,0
10643,6.9,64.0,1,3,1,1,1,0,0
10644,6.2,60.0,1,3,1,1,1,0,0
10645,2.0,23.0,1,2,2,1,1,0,0
10646,6.6,60.0,1,4,1,1,1,0,0
10647,6.2,56.0,1,1,1,1,1,0,0
10648,6.1,48.0,1,2,1,1,1,0,0
10649,5.0,50.0,4,4,4,1,1,0,0
10650,7.1,56.0,1,4,1,1,1,0,0
10651,6.2,60.0,1,2,1,1,1,0,0
10652,6.3,44.0,1,2,1,1,1,0,0
10653,4.3,72.0,1,1,3,2,1,0,0
10654,7.2,80.0,1,1,1,1,1,0,0
10655,6.5,100.0,1,1,1,1,1,0,0
10656,3.2,37.0,1,2,2,1,1,0,0
10657,4.4,44.0,1,1,1,1,1,0,0
10658,4.2,44.0,1,1,1,1,1,0,0
10659,6.4,56.0,1,4,4,5,1,0,0
10660,7.0,44.0,1,4,1,1,1,0,0
10661,5.6,117.0,1,1,5,5,1,0,0
10662,5.6,65.0,1,1,1,1,1,0,0
10663,4.6,47.0,1,1,1,1,1,0,0
10664,4.5,48.0,1,1,1,1,1,0,0
10665,6.0,52.0,1,1,1,1,1,0,0
10666,6.0,56.0,1,2,1,1,1,0,0
10667,5.2,47.0,1,2,1,1,1,0,0
10668,5.2,41.0,1,2,1,1,1,0,0
10669,4.8,43.0,1,1,1,1,1,0,0
10670,3.6,28.0,1,1,1,1,1,0,0
10671,18.5,100.0,1,1,1,1,1,0,0
10672,5.4,65.0,1,2,1,1,1,0,0
10673,2.8,23.0,1,1,1,1,1,0,0
10674,5.7,60.0,1,3,1,1,1,0,0
10675,5.4,50.0,1,3,1,1,1,0,0
10676,5.9,50.0,1,4,1,1,1,0,0
10677,5.8,50.0,1,4,1,1,1,0,0
10678,3.2,27.0,1,1,1,1,1,0,0
10679,5.0,70.0,1,4,1,1,1,0,0
10680,11.5,71.0,1,4,1,1,1,0,0
10681,28.5,165.0,1,5,1,1,1,0,0
10682,7.0,80.0,1,1,1,1,1,0,0
10683,10.5,72.0,1,1,1,1,1,0,0
10684,12.5,84.0,1,3,1,1,1,0,0
10685,9.0,50.0,1,1,1,1,1,0,0
10686,3.2,35.0,1,2,2,1,1,0,0
10687,1.3,113.0,5,2,7,2,0,1,0
10688,12.0,24.0,4,4,3,3,1,0,0
10689,5.6,117.0,1,1,5,5,1,0,0
10690,3.7,52.0,1,2,2,2,1,0,0
10691,4.1,103.0,1,2,4,2,1,0,0
10692,12.0,110.0,1,2,1,1,1,0,0
10693,5.4,52.0,1,3,4,5,1,0,0
10694,6.8,63.0,1,4,4,5,1,0,0
10695,2.4,36.0,1,3,4,5,1,0,0
10696,5.2,83.0,1,2,3,3,1,0,0
10697,7.5,250.0,6,3,4,3,1,0,0
10698,3.5,51.0,1,1,2,1,1,0,0
10699,14.7,130.0,1,6,17,16,1,0,0
10700,8.4,120.0,1,2,5,4,1,0,0
10701,5.9,32.0,1,5,4,4,1,0,0
10702,3.8,30.0,1,2,2,2,1,0,0
10703,3.6,45.0,1,4,5,4,1,0,0
10704,28.0,74.0,1,4,8,9,1,0,0
10705,4.6,64.0,4,2,5,1,1,0,0
10706,6.9,35.0,1,3,3,3,1,0,0
10707,52.0,50.0,1,7,14,15,1,0,0
10708,38.5,110.0,1,5,1,1,1,0,0
10709,12.8,83.0,1,6,11,12,1,0,0
10710,3.1,4.0,1,3,1,1,1,0,0
10711,3.6,4.0,1,5,1,1,1,0,0
10712,18.0,90.0,1,1,1,1,1,0,0
10713,15.0,120.0,1,1,1,1,1,0,0
10714,5.5,87.8615698114575,5,4,4,4,0,0,1
10715,170.0,155.0,1,1,1,1,1,0,0
10716,4.7,198.0,4,3,4,1,1,0,0
10717,8.0,104.0,5,2,2,2,1,0,0
10718,4.8,100.0,5,2,2,2,1,0,0
10719,6.9,300.0,6,3,3,3,1,0,0
10720,10.0,64.0,1,1,1,1,1,0,0
10721,1.2,113.0,5,2,7,2,0,1,0
10722,7.9,69.0,1,1,1,1,1,0,0
10723,4.6,49.0,1,3,4,4,1,0,0
10724,3.6,52.0,1,1,2,1,1,0,0
10725,3.6,44.0,1,4,5,5,1,0,0
10726,3.5,52.0,1,1,2,1,1,0,0
10727,6.3,72.0,1,1,1,1,1,0,0
10728,5.4,45.0,1,1,1,1,1,0,0
10729,3.7,101.02365867867589,1,1,1,1,1,0,0
10730,4.6,49.0,1,3,4,4,1,0,0
10731,6.7,45.0,1,1,1,1,1,0,0
10732,18.2,120.0,1,6,12,12,1,0,0
10733,2.9,25.0,1,2,2,1,1,0,0
10734,2.8,30.0,1,1,1,1,1,0,0
10735,7.5,55.0,1,1,1,1,1,0,0
10736,15.2,64.0,1,2,6,4,1,0,0
10737,5.7,62.0,1,1,3,3,1,0,0
10738,3.6,44.0,1,4,5,5,1,0,0
10739,4.9,36.0,3,4,4,3,1,0,0
10740,4.9,32.0,3,4,4,3,1,0,0
10741,11.5,72.0,6,2,1,1,1,0,0
10742,11.5,80.0,6,2,1,1,1,0,0
10743,4.1,118.0,4,2,2,2,0,0,1
10744,6.4,56.0,1,4,4,5,1,0,0
10745,7.0,62.0,1,4,4,5,1,0,0
10746,5.0,64.0,1,1,2,1,1,0,0
10747,8.5,68.0,1,1,1,1,1,0,0
10748,13.2,80.0,1,1,1,1,1,0,0
10749,13.0,80.0,1,1,1,1,1,0,0
10750,15.5,84.0,1,1,1,1,1,0,0
10751,17.0,145.0,1,1,1,1,1,0,0
10752,18.0,95.0,1,1,1,1,1,0,0
10753,7.8,45.0,1,1,1,1,1,0,0
10754,15.0,70.0,1,3,3,4,1,0,0
10755,24.0,75.0,1,3,3,4,1,0,0
10756,7.8,52.0,1,5,6,7,1,0,0
10757,4.3,56.0,1,1,1,1,1,0,0
10758,5.5,60.0,4,2,3,1,1,0,0
10759,19.8,112.0,1,4,10,10,1,0,0
10760,21.0,115.0,1,5,13,13,1,0,0
10761,3.6,43.0,1,4,5,5,1,0,0
10762,3.6,45.0,1,4,5,5,1,0,0
10763,600.0,55.0,1,1,1,1,1,0,0
10764,4.8,39.0,3,2,5,3,1,0,0
10765,7.0,93.0,5,1,3,1,1,0,0
10766,6.2,39.0,4,2,5,4,1,0,0
10767,6.5,48.0,4,1,1,1,1,0,0
10768,10.5,51.0,5,2,1,1,1,0,0
10769,6.3,73.0,4,2,1,1,1,0,0
10770,9.3,80.0,4,1,1,1,1,0,0
10771,7.5,39.0,3,1,1,1,1,0,0
10772,11.9,100.0,4,1,1,1,1,0,0
10773,5.0,37.0,5,1,1,1,1,0,0
10774,7.0,59.0,5,1,1,1,1,0,0
10775,7.5,51.0,4,1,1,1,1,0,0
10776,440.0,40.0,1,1,1,1,1,0,0
10777,4.5,30.0,15,2,2,3,1,0,0
10778,18.0,90.0,1,1,1,1,1,0,0
10779,4.8,30.0,20,2,2,2,1,0,0
10780,3.1,4.0,1,3,1,1,1,0,0
10781,3.6,4.0,1,5,1,1,1,0,0
10782,6.9,77.0,30,2,3,4,1,0,0
10783,22.0,124.0,1,1,1,1,1,0,0
10784,8.8,40.0,1,2,2,3,1,0,0
10785,5.0,68.0,1,3,4,3,1,0,0
10786,1.3,113.0,5,2,7,2,0,1,0
10787,137.0,4.0,1,5,1,1,1,0,0
10788,38.5,110.0,1,5,1,1,1,0,0
10789,1.3,20.0,1,2,2,2,1,0,0
10790,4.8,88.0,4,1,1,1,1,0,0
10791,380.0,40.0,1,1,1,1,1,0,0
10792,1.6,120.0,6,1,3,2,1,0,0
10793,1.6,120.0,6,1,3,2,1,0,0
10794,1.6,120.0,6,1,3,2,1,0,0
10795,1.6,120.0,6,1,3,2,1,0,0
10796,1.6,120.0,6,1,3,2,1,0,0
10797,34.0,23.0,1,1,1,1,1,0,0
10798,1.6,31.0,3,2,2,2,1,0,0
10799,3.4,38.0,6,2,2,2,1,0,0
10800,27.0,15.0,1,1,1,1,1,0,0
10801,5.3,46.0,1,2,2,2,1,0,0
10802,38.8,240.0,1,1,1,1,1,0,0
10803,7.3,80.0,1,3,3,3,1,0,0
10804,2.6,31.0,1,2,2,2,1,0,0
10805,5.6,50.0,1,3,4,3,1,0,0
10806,3.7,36.0,4,4,3,1,1,0,0
10807,3.4,36.0,4,2,2,2,1,0,0
10808,3.3,35.0,3,4,3,3,1,0,0
10809,2.3,23.0,4,4,4,3,1,0,0
10810,3.5,36.0,4,2,2,2,1,0,0
10811,4.0,66.0,5,2,3,2,1,0,0
10812,5.6,50.0,1,3,3,3,1,0,0
10813,9.0,66.0,1,1,1,1,1,0,0
10814,6.9,48.0,1,1,1,1,1,0,0
10815,4.0,35.0,1,1,1,1,1,0,0
10816,4.5,66.0,1,1,1,1,1,0,0
10817,4.2,65.0,1,1,1,1,1,0,0
10818,4.3,64.0,1,1,1,1,1,0,0
10819,6.0,28.0,1,1,1,1,1,0,0
10820,6.0,29.0,1,1,1,1,1,0,0
10821,2.8,16.0,1,1,1,1,1,0,0
10822,2.9,20.0,1,1,1,1,1,0,0
10823,2.7,18.0,1,1,1,1,1,0,0
10824,2.6,20.0,1,1,1,1,1,0,0
10825,2.5,16.0,1,1,1,1,1,0,0
10826,2.9,24.0,1,1,1,1,1,0,0
10827,3.5,50.0,1,1,1,1,1,0,0
10828,5.3,58.0,1,1,1,1,1,0,0
10829,3.5,50.0,1,1,1,1,1,0,0
10830,4.5,37.0,1,1,1,1,1,0,0
10831,4.2,42.0,4,2,1,1,1,0,0
10832,11.0,108.0,1,4,6,7,1,0,0
10833,2.9,30.0,1,1,1,1,1,0,0
10834,5.0,200.0,1,4,5,5,0,1,0
10835,13.5,158.0,1,3,5,6,1,0,0
10836,135.0,158.0,1,3,5,6,1,0,0
10837,16.0,65.0,1,4,1,1,1,0,0
10838,7.3,70.0,1,1,1,1,1,0,0
10839,14.4,120.0,1,6,16,16,1,0,0
10840,7.4,72.0,1,1,1,1,1,0,0
10841,21.0,150.0,1,4,10,10,1,0,0
10842,800.0,12.0,5,1,1,1,1,0,0
10843,6.7,77.0,1,1,1,1,1,0,0
10844,6.1,30.0,1,2,2,2,1,0,0
10845,7.6,72.0,1,1,1,1,1,0,0
10846,6.5,100.0,4,2,5,3,1,0,0
10847,8.5,50.0,30,4,4,5,1,0,0
10848,9.5,87.0,1,2,1,1,1,0,0
10849,9.2,68.0,1,3,1,1,1,0,0
10850,37.0,150.0,1,4,10,10,1,0,0
10851,2.9,20.0,3,2,1,1,1,0,0
10852,5.0,34.0,1,1,1,1,1,0,0
10853,5.5,78.0,1,1,1,1,1,0,0
10854,3.2,20.0,40,2,2,1,1,0,0
10855,60.0,332.0,1,1,1,1,1,0,0
10856,6.9,64.0,4,4,5,3,1,0,0
10857,19.8,150.0,1,1,3,3,1,0,0
10858,12.5,89.0,5,2,3,4,1,0,0
10859,5.2,68.0,1,1,1,1,1,0,0
10860,8.5,72.0,1,3,4,3,1,0,0
10861,11.0,38.0,1,3,3,3,1,0,0
10862,9.2,84.0,4,1,1,1,1,0,0
10863,13.5,158.0,1,4,5,5,1,0,0
10864,11.0,38.0,1,2,2,2,1,0,0
10865,135.0,158.0,1,3,5,6,1,0,0
10866,21.5,170.0,1,1,1,1,1,0,0
10867,6.9,50.0,4,1,1,1,1,0,0
10868,4.8,52.0,4,2,2,2,1,0,0
10869,6.2,50.0,1,1,1,1,1,0,0
10870,7.8,63.0,1,1,1,1,1,0,0
10871,10.5,100.0,1,2,4,3,1,0,0
10872,2.2,168.1,1,1,1,1,1,0,0
10873,8.3,38.0,1,2,2,2,1,0,0
10874,11.0,53.0,4,5,6,4,1,0,0
10875,2.0,30.0,1,2,3,2,1,0,0
10876,3.3,35.0,1,2,3,1,1,0,0
10877,2.0,30.0,1,2,2,2,1,0,0
10878,9.6,74.0,1,4,4,3,1,0,0
10879,3.4,49.0,1,1,1,1,1,0,0
10880,19.0,139.0,1,2,7,7,1,0,0
10881,6.2,50.0,1,1,1,1,1,0,0
10882,7.8,63.0,1,1,1,1,1,0,0
10883,23.0,153.0,1,4,4,5,1,0,0
10884,18.5,155.0,1,1,1,1,1,0,0
10885,6.5,80.0,1,2,4,5,1,0,0
10886,14.5,105.0,1,1,1,1,1,0,0
10887,5.2,1.0,1,1,1,1,1,0,0
10888,1.6,120.0,6,1,3,2,1,0,0
10889,7.9,55.0,1,3,1,1,1,0,0
10890,7.8,40.0,1,1,1,1,1,0,0
10891,23.0,149.0,1,1,1,1,1,0,0
10892,7.5,64.0,1,2,1,1,1,0,0
10893,16.0,266.0,14,1,1,1,1,0,0
10894,7.3,77.0,1,2,1,1,1,0,0
10895,16.9,85.0,1,3,1,1,1,0,0
10896,23.9,1.0,1,2,1,1,1,0,0
10897,15.5,211.0,1,1,1,1,1,0,0
10898,9.5,51.0,1,1,1,1,1,0,0
10899,18.0,145.0,1,3,1,1,1,0,0
10900,3.2,35.0,1,2,2,1,1,0,0
10901,1.3,113.0,5,2,7,2,0,0,1
10902,950.0,113.0,5,2,7,2,1,0,0
10903,1.1,113.0,5,2,7,2,0,0,1
10904,1.6,16.0,3,2,2,2,1,0,0
10905,4.4,46.0,1,1,1,1,1,0,0
10906,31.0,185.0,1,4,4,3,1,0,0
10907,3.3,31.0,3,4,3,3,1,0,0
10908,6.7,52.0,4,2,3,3,1,0,0
10909,4.2,50.0,3,2,3,2,1,0,0
10910,12.6,100.0,1,1,2,1,1,0,0
10911,16.0,99.0,1,6,8,8,1,0,0
10912,7.7,60.0,1,4,4,4,1,0,0
