,Giá,Diện tích,Mặt tiền,Số tầng,Số phòng,Số toilet,Không,Đầy đủ,Cơ bản
14343,1.375,84.0,6,1,2,2,1,0,0
14344,5.5,63.0,1,1,1,1,1,0,0
14345,3.0,22.0,4,1,1,1,1,0,0
14346,6.0,61.0,1,1,1,1,1,0,0
14347,5.9,65.0,5,2,3,3,0,0,1
14348,1.6,46.0,1,1,1,1,1,0,0
14349,10.0,78.0,5,3,4,5,1,0,0
14350,1.5,78.0,1,1,1,1,1,0,0
14351,1.25,30.0,1,1,1,1,1,0,0
14352,3.95,42.0,4,2,3,2,0,0,1
14353,4.6,36.0,4,3,3,3,0,0,1
14354,4.0,135.0,1,3,4,3,1,0,0
14355,6.8,72.0,1,4,3,3,1,0,0
14356,6.0,58.0,1,1,1,1,1,0,0
14357,6.7,71.0,1,3,4,3,1,0,0
14358,6.7,48.0,4,5,3,3,0,0,1
14359,5.9,58.0,1,1,1,1,1,0,0
14360,4.68,36.0,1,1,1,1,1,0,0
14361,6.35,60.0,4,3,3,3,0,0,1
14362,3.6,30.0,1,1,1,1,1,0,0
14363,2.4,25.0,4,2,2,2,0,0,1
14364,6.5,53.0,5,4,4,3,0,1,0
14365,1.45,44.0,4,2,3,2,0,0,1
14366,1.7,100.0,1,1,1,1,1,0,0
14367,1.7,90.0,1,1,1,1,1,0,0
14368,1.2,100.0,1,1,1,1,1,0,0
14369,1.4,78.0,1,1,1,1,1,0,0
14370,1.7,100.0,1,1,1,1,1,0,0
14371,1.69,103.5,1,1,1,1,1,0,0
14372,11.5,84.0,6,2,4,3,0,0,1
14373,3.6,26.0,1,2,1,1,1,0,0
14374,5.85,32.0,1,4,1,1,1,0,0
14375,4.7,136.0,1,6,1,1,1,0,0
14376,4.7,38.0,1,3,1,1,1,0,0
14377,6.9,38.0,1,3,1,1,1,0,0
14378,3.29,40.0,4,3,3,3,0,0,1
14379,8.1,36.0,1,4,1,1,1,0,0
14380,1.6,90.0,1,2,3,3,1,0,0
14381,7.2,50.0,4,2,5,3,0,0,1
14382,11.8,80.0,20,2,3,3,1,0,0
14383,6.9,55.0,1,4,1,1,1,0,0
14384,6.5,168.0,3,3,3,1,1,0,0
14385,1.7,90.0,1,2,3,3,1,0,0
14386,6.85,75.0,1,3,1,1,1,0,0
14387,3.6,52.0,12,2,2,2,1,0,0
14388,36.0,26.0,1,1,1,1,1,0,0
14389,2.5,34.0,12,1,2,2,1,0,0
14390,3.8,36.0,1,1,1,1,1,0,0
14391,8.1,48.0,4,5,6,7,0,0,1
14392,2.27,53.0,1,1,1,1,1,0,0
14393,6.5,56.0,4,3,3,3,1,0,0
14394,3.65,25.0,4,2,2,3,0,0,1
14395,15.0,93.0,1,1,1,1,1,0,0
14396,3.85,36.0,4,3,3,3,0,0,1
14397,3.4,49.0,12,1,2,2,1,0,0
14398,5.6,65.0,1,1,1,1,1,0,0
14399,5.5,60.0,1,4,4,5,1,0,0
14400,5.5,60.0,1,4,4,5,1,0,0
14401,24.0,188.0,6,4,12,1,1,0,0
14402,2.95,45.0,12,1,2,2,1,0,0
14403,5.85,1.0,1,4,5,1,1,0,0
14404,3.9,36.0,4,3,4,3,0,0,1
14405,5.6,56.0,1,1,1,1,1,0,0
14406,6.9,1.0,1,2,3,3,1,0,0
14407,4.4,49.0,1,1,1,1,1,0,0
14408,3.5,250.0,1,1,1,1,1,0,0
14409,2.0,90.0,1,2,3,3,1,0,0
14410,5.5,60.0,5,3,5,3,0,0,1
14411,2.6,36.0,1,1,2,1,1,0,0
14412,6.9,50.0,4,3,3,1,1,0,0
14413,1.0,26.0,1,2,2,3,1,0,0
14414,39.0,230.0,1,1,1,1,1,0,0
14415,7.15,80.0,1,1,1,1,1,0,0
14416,12.0,43.0,1,1,1,1,1,0,0
14417,4.5,40.0,1,4,5,4,1,0,0
14418,3.2,30.0,4,1,1,1,1,0,0
14419,2.75,26.0,1,2,2,3,1,0,0
14420,12.9,122.0,1,1,1,1,1,0,0
14421,1.6800000000000002,90.0,1,2,3,3,1,0,0
14422,16.5,70.0,4,5,1,1,1,0,0
14423,3.58,35.0,1,1,2,2,1,0,0
14424,5.8,53.0,1,1,1,1,1,0,0
14425,6.35,60.0,1,1,1,1,1,0,0
14426,4.0,93.0,1,2,6,3,1,0,0
14427,15.9,172.0,1,1,1,1,1,0,0
14428,4.5,40.0,1,4,4,1,1,0,0
14429,6.0,55.0,1,4,1,4,1,0,0
14430,3.0,28.0,1,3,4,1,1,0,0
14431,33.0,128.0,1,1,1,1,1,0,0
14432,65.0,66.0,1,1,1,1,1,0,0
14433,1.65,90.0,1,2,3,3,1,0,0
14434,14.4,30.0,3,3,1,1,1,0,0
14435,2.0,20.0,3,2,2,2,1,0,0
14436,8.55,76.0,1,1,1,1,1,0,0
14437,24.5,100.0,5,5,1,1,1,0,0
14438,3.0,22.0,1,1,1,1,1,0,0
14439,8.6,115.0,1,1,1,1,1,0,0
14440,1.99,90.0,1,2,4,3,1,0,0
14441,13.5,52.0,4,3,1,1,1,0,0
14442,4.8,73.0,1,3,3,3,1,0,0
14443,10.8,110.0,1,2,3,2,1,0,0
14444,21.0,83.0,4,4,1,1,1,0,0
14445,32.5,86.0,4,4,1,1,1,0,0
14446,4.95,131.0,5,1,1,1,1,0,0
14447,3.4,50.0,1,1,1,1,1,0,0
14448,27.9,68.4,4,6,1,1,1,0,0
14449,16.7,74.0,4,6,1,1,1,0,0
14450,4.1,59.0,1,1,1,1,1,0,0
14451,1.8,36.0,3,2,2,2,1,0,0
14452,4.7,58.0,6,2,2,2,1,0,0
14453,4.3,75.0,5,2,2,2,1,0,0
14454,5.3,67.0,32,3,4,4,1,0,0
14455,5.55,44.0,3,2,3,2,1,0,0
14456,2.4,30.0,3,2,2,2,1,0,0
14457,5.2,53.0,35,5,4,4,1,0,0
14458,6.39,58.0,4,2,4,4,1,0,0
14459,7.65,64.0,4,4,4,4,1,0,0
14460,9.5,72.0,4,5,6,6,1,0,0
14461,3.99,25.0,4,4,3,3,1,0,0
14462,10.7,45.0,4,3,3,3,1,0,0
14463,3.8,41.0,4,2,2,2,1,0,0
14464,5.4,60.0,8,2,3,2,1,0,0
14465,4.1,80.0,6,1,2,1,1,0,0
14466,4.1,80.0,6,1,2,1,1,0,0
14467,4.1,80.0,6,1,2,1,1,0,0
14468,3.44,38.0,4,2,2,2,1,0,0
14469,9.5,64.0,3,1,1,1,1,0,0
14470,5.9,130.0,4,4,3,4,1,0,0
14471,3.4,48.0,4,2,3,2,1,0,0
14472,4.1,38.0,4,2,2,2,1,0,0
14473,4.1,38.0,4,2,2,2,1,0,0
14474,35.9,100.0,4,6,8,7,1,0,0
14475,5.5,38.0,5,3,3,3,1,0,0
14476,5.5,38.0,5,3,3,3,1,0,0
14477,3.5,61.0,5,2,2,2,1,0,0
14478,3.37,35.0,4,2,2,2,1,0,0
14479,7.3,60.0,3,2,2,2,1,0,0
14480,4.2,56.0,5,2,3,2,1,0,0
14481,5.4,55.0,4,3,4,3,1,0,0
14482,4.79,60.0,4,2,2,2,1,0,0
14483,5.1,65.0,1,2,2,2,1,0,0
14484,5.1,65.0,1,2,2,2,1,0,0
14485,5.8,50.0,4,3,5,5,1,0,0
14486,3.0,36.0,3,3,3,3,1,0,0
14487,3.69,31.0,4,3,3,2,1,0,0
14488,2.83,36.0,5,2,3,2,1,0,0
14489,5.68,50.0,4,3,3,3,1,0,0
14490,4.99,27.0,4,5,3,3,1,0,0
14491,5.5,42.0,4,2,2,2,1,0,0
14492,5.5,42.0,4,2,2,2,1,0,0
14493,5.7,50.0,4,4,5,32,1,0,0
14494,4.3,57.0,6,3,3,3,1,0,0
14495,10.0,43.0,4,3,2,2,1,0,0
14496,5.4,50.0,5,3,3,3,1,0,0
14497,5.5,46.0,3,2,2,2,1,0,0
14498,2.8,39.0,4,2,2,2,1,0,0
14499,3.84,34.0,4,1,2,2,1,0,0
14500,5.8,60.0,4,5,4,5,1,0,0
14501,4.99,46.0,4,5,4,7,1,0,0
14502,3.45,45.0,4,2,2,2,1,0,0
14503,4.35,50.0,4,3,3,2,1,0,0
14504,3.7,21.0,4,2,2,2,1,0,0
14505,3.5,30.0,3,2,2,2,1,0,0
14506,7.2,41.0,5,4,4,5,1,0,0
14507,20.0,275.0,11,3,6,5,1,0,0
14508,2.32,20.0,4,3,2,3,1,0,0
14509,10.0,50.0,5,1,1,1,1,0,0
14510,7.1,52.0,4,4,4,5,1,0,0
14511,7.2,68.0,8,4,4,5,1,0,0
14512,4.45,40.0,4,2,2,2,1,0,0
14513,65.0,500.0,10,7,82,80,1,0,0
14514,6.49,41.0,4,3,3,3,1,0,0
14515,3.69,40.0,5,1,2,2,1,0,0
14516,19.9,110.0,5,7,15,14,1,0,0
14517,3.45,65.0,5,1,3,2,1,0,0
14518,15.39921028024911,101.02365867867587,1,1,1,1,1,0,0
14519,6.0,70.0,5,4,4,4,1,0,0
14520,5.4,110.0,35,5,4,4,1,0,0
14521,5.5,120.0,5,2,3,2,1,0,0
14522,5.5,120.0,5,2,3,2,1,0,0
14523,5.85,88.0,4,2,4,4,1,0,0
14524,3.9,44.0,4,1,2,2,1,0,0
14525,5.0,78.0,6,1,3,2,1,0,0
14526,4.0,60.0,5,3,4,3,1,0,0
14527,4.5,110.0,7,1,4,3,1,0,0
14528,650.0,15.0,3,2,1,1,1,0,0
14529,16.0,50.0,3,4,3,3,1,0,0
14530,3.9,42.0,5,3,4,2,1,0,0
14531,3.45,30.0,4,5,3,2,1,0,0
14532,28.5,78.0,4,2,2,2,1,0,0
14533,2.59,11.0,4,4,2,2,1,0,0
14534,6.0,54.0,1,1,1,1,1,0,0
14535,6.8,50.0,4,6,5,6,1,0,0
14536,6.8,47.0,4,6,5,6,1,0,0
14537,13.0,43.0,1,5,4,4,1,0,0
14538,17.878755000000005,300.0,1,4,4,4,1,0,0
14539,14.45,74.0,4,5,7,7,1,0,0
14540,1.7,61.0,1,1,1,1,1,0,0
14541,15.0,83.0,1,1,1,1,1,0,0
14542,16.5,83.0,1,1,1,1,1,0,0
14543,16.5,83.0,1,1,1,1,1,0,0
14544,5.85,30.0,3,4,4,4,1,0,0
14545,4.35,40.0,3,4,5,1,1,0,0
14546,9.999,93.0,5,5,5,5,1,0,0
14547,5.8,65.0,3,3,4,4,1,0,0
14548,17.8,60.0,5,5,4,4,1,0,0
14549,3.8,39.0,6,3,4,4,1,0,0
14550,12.2,50.0,5,5,3,4,1,0,0
14551,69.0,138.0,8,9,20,20,1,0,0
14552,46.0,196.0,9,1,1,1,1,0,0
14553,17.0,57.0,4,5,4,4,1,0,0
14554,2.7,32.0,4,5,3,4,1,0,0
14555,7.4,55.0,6,4,4,4,1,0,0
14556,3.999,35.0,4,5,3,3,1,0,0
14557,12.3,59.0,4,5,6,5,1,0,0
14558,4.0,40.0,1,4,4,3,1,0,0
14559,1.75,35.0,1,2,1,1,1,0,0
14560,4.95,35.0,3,5,4,4,1,0,0
14561,11.0,55.0,6,2,4,1,0,1,0
14562,11.9,55.0,4,4,4,3,1,0,0
14563,8.6,65.0,6,5,4,5,1,0,0
14564,6.6,60.0,4,6,6,5,1,0,0
14565,11.9,65.0,4,5,6,4,1,0,0
14566,5.0,55.0,5,4,4,4,1,0,0
14567,6.1,45.0,4,5,6,4,1,0,0
14568,6.0,54.0,5,4,4,4,1,0,0
14569,9.2,78.0,5,5,6,6,1,0,0
14570,5.75,32.0,3,5,4,4,1,0,0
14571,10.5,61.0,6,6,8,5,1,0,0
14572,130.0,120.0,8,7,15,10,0,1,0
14573,4.5,51.0,1,5,4,3,1,0,0
14574,20.0,55.0,5,7,4,6,0,0,1
14575,16.0,59.0,4,5,4,1,0,0,1
14576,5.05,52.0,1,4,4,4,1,0,0
14577,6.2,54.0,3,3,2,2,1,0,0
14578,10.0,38.0,4,6,5,1,1,0,0
14579,4.48,38.0,1,4,3,2,1,0,0
14580,4.6,38.0,1,4,3,3,1,0,0
14581,54.0,86.0,6,8,7,7,1,0,0
14582,15.5,50.0,4,6,4,1,0,0,1
14583,9.0,39.0,1,5,6,1,0,0,1
14584,7.7,70.0,3,4,4,3,1,0,0
14585,85.0,160.0,6,4,4,5,1,0,0
14586,85.0,160.0,6,4,4,5,1,0,0
14587,4.8,31.0,4,5,3,3,1,0,0
14588,13.0,55.0,4,5,5,1,0,0,1
14589,28.6,80.0,5,8,7,7,1,0,0
14590,2.5,30.0,4,4,3,3,1,0,0
14591,2.0,32.0,4,4,3,3,1,0,0
14592,27.5,58.0,4,2,2,2,1,0,0
14593,14.8,58.0,5,7,6,7,1,0,0
14594,16.8,75.0,5,6,6,6,1,0,0
14595,13.2,68.0,7,5,4,4,1,0,0
14596,15.8,75.0,6,6,6,6,1,0,0
14597,14.0,80.0,5,4,3,3,1,0,0
14598,2.0,32.0,4,4,3,3,1,0,0
14599,2.3,36.0,4,1,1,1,1,0,0
14600,395.0,40.0,4,4,4,4,1,0,0
14601,4.3,38.0,4,5,1,1,1,0,0
14602,2.7,25.0,3,5,3,3,1,0,0
14603,1.3,32.0,4,2,2,1,1,0,0
14604,1.3,30.0,4,2,2,1,1,0,0
14605,1.27,32.0,4,2,2,1,1,0,0
14606,14.2,55.0,5,7,4,34,1,0,0
14607,4.6,40.0,5,4,1,1,1,0,0
14608,5.0,50.0,1,4,4,4,1,0,0
14609,4.15,34.0,3,5,1,1,1,0,0
14610,4.85,32.0,6,3,3,3,1,0,0
14611,6.2,51.0,4,5,4,3,1,0,0
14612,15.6,75.0,5,7,6,6,1,0,0
14613,6.3,42.0,4,5,6,4,0,1,0
14614,3.95,38.0,1,5,5,4,1,0,0
14615,5.25,38.0,1,4,4,4,1,0,0
14616,7.6,50.0,1,4,4,1,1,0,0
14617,8.3,94.0,1,1,1,1,1,0,0
14618,3.5,75.0,5,4,4,4,0,0,1
14619,12.2,70.0,4,5,4,4,1,0,0
14620,16.8,90.0,6,7,1,1,1,0,0
14621,7.7,64.0,1,5,5,1,1,0,0
14622,6.380954531746044,46.0,4,4,4,5,1,0,0
14623,3.999,33.0,1,4,4,3,1,0,0
14624,13.0,87.0,5,5,5,1,1,0,0
14625,1.58,38.0,4,4,4,4,1,0,0
14626,8.6,90.0,5,5,5,5,1,0,0
14627,9.8,55.0,4,7,8,7,1,0,0
14628,4.8,80.0,1,3,1,1,1,0,0
14629,7.0,55.0,1,5,6,5,1,0,0
14630,9.578482476190457,60.0,5,6,10,11,1,0,0
14631,5.95013244047613,37.0,3,4,3,4,1,0,0
14632,3.6,35.0,1,5,3,1,1,0,0
14633,2.95,35.0,1,4,3,1,1,0,0
14634,7.1,55.0,4,5,6,5,1,0,0
14635,6.3,55.0,6,3,4,3,1,0,0
14636,5.5,43.0,1,6,4,1,1,0,0
14637,3.8,63.0,1,2,3,1,1,0,0
14638,4.3,40.0,4,5,3,4,1,0,0
14639,65.0,328.0,25,3,1,4,1,0,0
14640,29.0,124.0,1,1,1,1,1,0,0
14641,16.0,74.0,5,4,4,5,1,0,0
14642,5.934615910894672,37.0,4,8,3,4,1,0,0
14643,15.5,48.0,1,6,4,6,1,0,0
14644,1.7,25.0,1,3,2,1,1,0,0
14645,5.95,45.0,5,5,4,1,1,0,0
14646,5.95,45.0,5,5,4,1,1,0,0
14647,16.8,25.0,5,6,5,5,1,0,0
14648,3.5,52.0,1,5,3,3,1,0,0
14649,2.18,40.0,1,4,4,2,1,0,0
14650,1.18,20.0,1,3,2,2,1,0,0
14651,39.0,111.0,8,3,2,2,1,0,0
14652,5.9,52.0,5,5,4,1,1,0,0
14653,5.2,51.0,1,3,3,1,1,0,0
14654,9.6,65.0,1,4,4,1,0,1,0
14655,6.8,42.0,5,5,4,4,1,0,0
14656,3.0,30.0,1,5,3,3,1,0,0
14657,3.3594157806776597,30.0,1,5,3,3,1,0,0
14658,4.1,40.0,1,4,4,1,1,0,0
14659,52.0,65.0,15,5,1,4,1,0,0
14660,16.0,68.0,5,8,6,6,1,0,0
14661,7.0,40.0,5,4,4,1,1,0,0
14662,10.3,38.0,4,4,4,1,1,0,0
14663,4.5,40.0,4,4,4,4,1,0,0
14664,6.3,40.0,4,4,5,1,1,0,0
14665,10.3,38.0,4,4,4,1,1,0,0
14666,8.2,65.0,6,4,5,1,1,0,0
14667,1.45,20.0,1,1,1,1,1,0,0
14668,1.7,25.0,1,3,2,1,1,0,0
14669,3.8,48.0,1,1,1,1,1,0,0
14670,14.0,94.0,5,6,4,1,1,0,0
14671,13.0,50.0,5,4,5,1,1,0,0
14672,135.0,485.0,1,1,4,4,1,0,0
14673,4.65,50.0,1,4,4,2,1,0,0
14674,6.0,40.0,5,5,3,4,1,0,0
14675,6.0,42.0,4,1,1,1,1,0,0
14676,4.5,48.0,4,1,1,1,1,0,0
14677,2.2,35.0,1,5,4,2,1,0,0
14678,3.5,52.0,1,5,3,3,1,0,0
14679,2.2,25.0,1,3,2,2,1,0,0
14680,62.0,275.0,1,1,1,1,1,0,0
14681,35.2,512.0,25,1,1,1,1,0,0
14682,10.0,40.0,4,5,1,1,1,0,0
14683,21.322361190476204,109.0,5,5,4,5,1,0,0
14684,7.0,80.0,4,4,4,5,1,0,0
14685,105.0,45.0,5,4,2,3,1,0,0
14686,4.58,48.0,5,5,3,3,1,0,0
14687,8.6,51.0,1,5,5,5,1,0,0
14688,11.2,62.0,1,5,5,5,1,0,0
14689,9.2,78.0,5,5,6,6,1,0,0
14690,13.7,67.0,1,5,5,5,1,0,0
14691,8.9,50.0,1,5,5,5,1,0,0
14692,2.9,35.0,4,4,4,4,1,0,0
14693,13.0,50.0,4,4,1,1,1,0,0
14694,5.2,51.0,3,3,4,2,1,0,0
14695,15.5,75.0,1,5,5,5,1,0,0
14696,14.0,43.0,1,5,5,5,1,0,0
14697,5.85,180.0,8,3,5,1,1,0,0
14698,10.0,65.0,5,7,16,17,1,0,0
14699,6.9,62.0,5,7,12,10,1,0,0
14700,6.9,52.0,4,5,9,10,1,0,0
14701,4.0,50.0,4,5,4,4,1,0,0
14702,2.5,34.0,4,5,3,4,1,0,0
14703,5.2,60.0,5,4,4,4,1,0,0
14704,2.65,27.0,5,5,3,4,1,0,0
14705,9.0,65.0,5,8,14,16,1,0,0
14706,8.0,55.0,5,7,9,10,1,0,0
14707,6.1,43.0,3,5,6,4,1,0,0
14708,1.55,35.0,5,3,3,2,1,0,0
14709,1.65,35.0,5,3,3,2,1,0,0
14710,20.0,75.0,5,6,8,5,1,0,0
14711,8.0,65.0,5,5,3,3,1,0,0
14712,2.25,40.0,4,4,3,3,1,0,0
14713,49.5,250.0,6,4,8,5,1,0,0
14714,16.3,75.0,5,6,8,5,1,0,0
14715,25.0,120.0,10,4,6,4,1,0,0
14716,9.711496134127028,70.0,5,5,5,4,1,0,0
14717,6.2,43.0,4,4,4,4,1,0,0
14718,4.0,30.0,5,6,4,5,1,0,0
14719,5.0,59.0,1,1,1,1,1,0,0
14720,102.5500536666667,227.0,12,15,4,3,1,0,0
14721,5.7,45.0,1,5,9,9,1,0,0
14722,5.0,33.0,1,1,1,1,1,0,0
14723,1.4,30.0,4,1,1,1,1,0,0
14724,4.6,46.0,1,4,3,3,1,0,0
14725,6.8,60.0,1,4,4,4,1,0,0
14726,8.65,88.0,1,4,4,4,1,0,0
14727,6.35,44.0,4,2,3,4,1,0,0
14728,10.7,60.0,5,4,3,3,1,0,0
14729,3.0,26.0,1,5,3,4,1,0,0
14730,5.0,64.0,1,1,1,1,1,0,0
14731,8.78,49.0,6,6,7,6,1,0,0
14732,5.0,30.0,1,1,1,1,1,0,0
14733,12.6,56.0,5,6,8,7,1,0,0
14734,5.2,60.0,4,4,4,1,1,0,0
14735,7.6,49.0,4,5,9,9,0,1,0
14736,5.384677899999991,20.0,4,6,4,5,1,0,0
14737,7.6,52.0,4,5,6,5,1,0,0
14738,9.91,72.0,6,5,6,7,1,0,0
14739,5.8,64.0,4,5,4,3,1,0,0
14740,5.85,50.0,1,1,1,1,1,0,0
14741,2.4,30.0,4,4,4,4,1,0,0
14742,3.1,32.0,4,5,5,5,1,0,0
14743,3.2,32.0,4,4,4,4,1,0,0
14744,5.6,48.0,4,3,3,3,1,0,0
14745,4.85,50.0,5,6,6,6,1,0,0
14746,12.8,72.0,5,5,4,5,1,0,0
14747,5.6,48.0,4,5,8,8,1,0,0
14748,2.95,33.0,4,5,4,4,1,0,0
14749,2.7,40.0,4,4,4,3,1,0,0
14750,7.0,50.0,4,5,9,9,1,0,0
14751,10.5,55.0,5,5,6,5,1,0,0
14752,4.9,40.0,4,5,7,7,1,0,0
14753,7.5,56.0,4,6,10,11,1,0,0
14754,3.2,36.0,6,2,3,2,1,0,0
14755,6.2,62.0,4,3,4,4,1,0,0
14756,6.5,42.0,4,5,4,4,1,0,0
14757,8.9,59.0,6,6,10,11,1,0,0
14758,24.0,104.0,6,8,22,23,1,0,0
14759,47.9,110.0,18,5,4,1,1,0,0
14760,37.9,100.0,9,9,4,1,1,0,0
14761,10.6,76.0,4,4,4,1,1,0,0
14762,11.49,109.0,7,1,3,3,1,0,0
14763,10.5,60.0,6,4,4,1,1,0,0
14764,6.3,65.0,5,3,4,3,1,0,0
14765,11.49,109.0,7,1,3,3,1,0,0
14766,4.68,35.0,3,5,9,9,1,0,0
14767,6.55,40.0,4,5,9,10,1,0,0
14768,22.8,72.0,1,3,3,2,1,0,0
14769,5.6,42.0,4,5,3,2,0,1,0
14770,31.5,60.0,1,7,6,5,1,0,0
14771,12.5,80.0,6,1,1,1,1,0,0
14772,3.55,51.0,6,3,3,3,1,0,0
14773,4.0,34.0,6,4,3,3,1,0,0
14774,19.8,120.0,6,2,2,3,1,0,0
14775,3.9,40.0,4,5,3,4,1,0,0
14776,28.9,185.0,10,5,5,4,1,0,0
14777,6.0,38.0,4,5,3,3,0,1,0
14778,7.6,40.0,6,5,3,4,1,0,0
14779,59.0,90.0,6,9,5,4,1,0,0
14780,44.9,163.0,10,10,10,10,1,0,0
14781,3.0,36.0,3,4,4,3,1,0,0
14782,5.2,30.0,6,4,4,3,1,0,0
14783,102.5500536666667,227.0,12,15,4,3,1,0,0
14784,64.8,138.0,7,10,5,6,1,0,0
14785,2.85,31.0,4,4,3,3,1,0,0
14786,3.15,35.0,4,4,4,3,1,0,0
14787,26.8,75.0,5,5,4,4,1,0,0
14788,6.9,50.0,5,5,3,3,1,0,0
14789,19.8,75.0,8,6,5,6,1,0,0
14790,4.25,42.0,4,5,2,3,1,0,0
14791,3.679,35.0,4,4,3,3,1,0,0
14792,3.6,35.0,4,4,4,3,1,0,0
14793,3.6,33.0,4,4,4,4,1,0,0
14794,28.8,74.0,6,3,2,3,1,0,0
14795,4.85,42.0,4,5,4,3,1,0,0
14796,2.95,35.0,4,4,4,4,1,0,0
14797,5.85,40.0,4,4,3,3,1,0,0
14798,6.5,48.0,5,5,6,4,1,0,0
14799,24.5,80.0,8,5,4,4,1,0,0
14800,15.0,58.0,6,1,1,1,1,0,0
14801,6.0,45.0,5,5,3,4,1,0,0
14802,7.8,50.0,4,5,4,4,1,0,0
14803,7.8,50.0,4,5,4,4,1,0,0
14804,7.8,50.0,4,5,4,4,1,0,0
14805,8.5,42.0,6,5,5,5,1,0,0
14806,12.0,55.0,1,5,6,4,1,0,0
14807,7.99,46.0,1,5,6,4,1,0,0
14808,8.5,42.0,6,5,5,5,1,0,0
14809,8.5,42.0,6,5,5,5,1,0,0
14810,75.0,130.0,6,6,3,3,1,0,0
14811,75.0,180.0,20,7,3,3,1,0,0
14812,6.8,47.0,4,5,4,4,1,0,0
14813,10.6,92.0,7,5,6,5,1,0,0
14814,52.8,224.0,25,4,5,5,1,0,0
14815,38.9,112.0,8,7,6,8,1,0,0
14816,98.9,270.0,12,4,5,6,1,0,0
14817,31.9,157.0,10,4,5,4,1,0,0
14818,55.0,160.0,9,5,4,4,1,0,0
14819,14.8,45.0,5,5,6,4,1,0,0
14820,51.0,170.0,9,5,4,4,1,0,0
14821,33.6,185.0,7,4,6,4,1,0,0
14822,6.6,110.0,5,1,1,1,1,0,0
14823,63.0,105.0,6,7,4,4,1,0,0
14824,16.2,100.0,7,4,4,5,1,0,0
14825,645.0,760.0,22,3,6,8,1,0,0
14826,645.0,760.0,22,3,6,8,1,0,0
14827,82.5,102.0,5,8,19,1,1,0,0
14828,36.0,112.0,7,5,8,4,1,0,0
14829,82.5,102.0,1,8,19,1,1,0,0
14830,1.35,34.0,4,2,2,2,1,0,0
14831,7.1,45.0,4,5,5,5,1,0,0
14832,5.3,45.0,4,5,5,5,1,0,0
14833,4.6,30.0,4,5,4,1,1,0,0
14834,1.2,19.0,3,1,2,1,1,0,0
14835,17.0,27.0,3,5,4,4,1,0,0
14836,4.2,30.0,5,5,3,4,1,0,0
14837,2.4,80.0,6,1,2,1,1,0,0
14838,68.0,185.0,10,3,2,25,1,0,0
14839,54.8,105.0,7,5,4,5,1,0,0
14840,4.1,40.0,5,4,3,3,1,0,0
14841,4.95,45.0,5,5,5,3,1,0,0
14842,3.25,40.0,4,5,3,4,1,0,0
14843,3.45,32.0,4,5,5,5,1,0,0
14844,6.2,43.0,5,5,5,5,1,0,0
14845,5.75,35.0,4,4,3,3,1,0,0
14846,6.2,50.0,3,5,6,4,1,0,0
14847,18.8,100.0,5,6,20,20,1,0,0
14848,18.8,100.0,5,6,20,20,1,0,0
14849,38.9,110.0,7,5,5,5,1,0,0
14850,35.9,100.0,6,8,5,5,1,0,0
14851,7.2,47.0,4,5,4,4,1,0,0
14852,4.35,32.0,5,5,4,4,1,0,0
14853,5.9,38.0,4,5,4,4,1,0,0
14854,9.5,40.0,5,4,3,3,1,0,0
14855,6.38,60.0,4,4,4,4,1,0,0
14856,18.4,80.0,6,9,9,9,1,0,0
14857,31.5,135.0,7,5,18,18,1,0,0
14858,11.0,60.0,4,7,20,20,1,0,0
14859,7.6,36.0,1,1,1,1,1,0,0
14860,5.56,70.0,6,3,1,1,1,0,0
14861,4.888,45.0,3,4,4,3,1,0,0
14862,5.4,50.0,5,5,4,1,1,0,0
14863,11.4,80.0,4,1,1,1,1,0,0
14864,4.0,30.0,4,5,3,1,1,0,0
14865,2.72,36.0,4,5,4,4,1,0,0
14866,2.9,40.0,3,4,4,3,1,0,0
14867,3.69,45.0,1,1,1,1,1,0,0
14868,75.0,97.0,6,6,6,6,1,0,0
14869,6.7,45.0,5,6,3,1,1,0,0
14870,4.95,50.0,5,5,4,1,1,0,0
14871,3.7,40.0,3,4,4,3,1,0,0
14872,3.6,35.0,4,5,3,1,1,0,0
14873,11.2,60.0,5,5,5,5,0,1,0
14874,8.2,66.0,5,5,8,5,1,0,0
14875,18.6,121.0,8,8,30,30,1,0,0
14876,18.6,121.0,8,8,30,30,1,0,0
14877,155.0,286.0,14,4,4,5,1,0,0
14878,28.0,120.0,9,8,29,29,1,0,0
14879,155.0,286.0,14,4,4,5,1,0,0
14880,4.2,70.0,5,3,3,3,1,0,0
14881,3.95,55.0,4,3,4,3,1,0,0
14882,7.0,45.0,5,5,3,4,1,0,0
14883,1.5,35.0,1,1,1,1,1,0,0
14884,3.0,40.0,4,5,4,5,1,0,0
14885,4.0,40.0,4,4,4,5,1,0,0
14886,7.05,55.0,1,1,1,1,1,0,0
14887,6.6,43.0,4,5,4,3,1,0,0
14888,4.2,70.0,5,3,3,3,1,0,0
14889,2.5,50.0,4,2,1,1,1,0,0
14890,3.8,48.0,4,4,4,3,1,0,0
14891,65.9,200.0,15,4,6,6,1,0,0
14892,6.65,86.0,1,1,1,1,1,0,0
14893,4.2,70.0,5,3,3,3,1,0,0
14894,4.0,50.0,5,4,4,4,1,0,0
14895,6.602154216339213,60.0,1,4,4,4,1,0,0
14896,4.0,50.0,5,5,4,5,1,0,0
14897,4.0,60.0,6,5,3,5,1,0,0
